ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,referenceID,publishedInPage,publishedInYear,code,status,remarks,link
5722,5722,Tinea rhombella,"[Denis & Schiffermüller], 1775",species,,Tinea,,rhombella,,4401,,,ICZN,,,
5723,5723,Tinea axilella,"Thunberg, 1794",species,,Tinea,,axilella,,4402,,,ICZN,,,
5724,5724,Tinea neglectella,"Zincken, 1821",species,,Tinea,,neglectella,,4403,,,ICZN,,,
5725,5725,Recurvaria rhombea,"Haworth, 1828",species,,Recurvaria,,rhombea,,4404,,,ICZN,,,
5726,5726,Gelechia rhombella ab. cinereoradicica,"Szent-Ivány, 1942",aberration,,Gelechia,,rhombella,cinereoradicica,4405,,,ICZN,,,
5727,5727,Gelechia rhombelliformis,"Staudinger, 1871",species,,Gelechia,,rhombelliformis,,4406,,,ICZN,,,
5728,5728,Gelechia rhombellidiformis,"Le Marchand, 1952",species,,Gelechia,,rhombellidiformis,,4407,,,ICZN,,,
5729,5729,Gelechia ribesella,"Chambers, 1875",species,,Gelechia,,ribesella,,4408,,,ICZN,,,
5730,5730,Gelechia ribeella,"Meyrick, 1925",species,,Gelechia,,ribeella,,4409,,,ICZN,,,
5731,5732,Gelechia rileyella,"(Chambers, 1872)",species,,Gelechia,,rileyella,,,,,ICZN,,,
5732,5732,Depressaria rileyella,"Chambers, 1872",species,,Depressaria,,rileyella,,4410,,,ICZN,,,
5733,5734,Gelechia sabinellus,"(Zeller, 1839)",species,,Gelechia,,sabinellus,,8878,,,ICZN,,,
5734,5734,Ypsolophus (Ypsolophus) sabinellus,"Zeller, 1839",species,,Ypsolophus,Ypsolophus,sabinellus,,8878,,,ICZN,,,
5735,5735,Nothris corsella,"Rebel, 1930",species,,Nothris,,corsella,,4412,,,ICZN,,,
5736,5736,Nothris hoffmanniella,"Strand, 1902",species,,Nothris,,hoffmanniella,,4413,,,ICZN,,,
5737,5737,Nothris kalevalella,"Kanerva, 1936",species,,Nothris,,kalevalella,,4414,,,ICZN,,,
5738,5738,Gelechia sattleri,"Piskunov, 1982",species,,Gelechia,,sattleri,,4415,,,ICZN,,,
5739,5739,Gelechia schleicherella,"Heydenreich, 1851",species,,Gelechia,,schleicherella,,4416,,,ICZN,,,
5740,5740,Gelechia scotinella,"Herrich-Schäffer, 1854",species,,Gelechia,,scotinella,,4417,,,ICZN,,,
5741,5741,Gelechia scoticella,"Herrich-Schäffer, 1854",species,,Gelechia,,scoticella,,4418,,,ICZN,,,
5742,5742,Gelechia scotinella,"Heydenreich, 1851",species,,Gelechia,,scotinella,,4419,,,ICZN,,,
5743,5743,Gelechia conspurcatella,"Heinemann, 1870",species,,Gelechia,,conspurcatella,,4420,,,ICZN,,,
5744,5744,Gelechia confusella,"Heinemann, 1870",species,,Gelechia,,confusella,,4421,,,ICZN,,,
5745,5745,Gelechia kiesenwetteri,"Heuäcker, 1873",species,,Gelechia,,kiesenwetteri,,4422,,,ICZN,,,
5746,5746,Gelechia lakatensis,"Rebel, 1904",species,,Gelechia,,lakatensis,,4423,,,ICZN,,,
5747,5747,Lita baueri,"Rebel, 1917",species,,Lita,,baueri,,4424,,,ICZN,,,
5748,5748,Gelechia baurei,"Kovács & Kovács, 2000",species,,Gelechia,,baurei,,4425,,,ICZN,,,
5749,5750,Gelechia sematica,"(Meyrick, 1913)",species,,Gelechia,,sematica,,,,,ICZN,,,
5750,5750,Telphusa sematica,"Meyrick, 1913",species,,Telphusa,,sematica,,4426,,,ICZN,,,
5751,5751,Gelechia semilutella,"Heydenreich, 1851",species,,Gelechia,,semilutella,,4427,,,ICZN,,,
5752,5753,Gelechia senticetella,"(Staudinger, 1859)",species,,Gelechia,,senticetella,,,,,ICZN,,An unavailable infrasubspecific name.,
5753,5753,Nothris senticetella,"Staudinger, 1859",species,,Nothris,,senticetella,,4428,,,ICZN,,,
5754,5754,Hypsolophus obscuripennis,"Frey, 1880",species,,Hypsolophus,,obscuripennis,,4429,,,ICZN,,,
5755,5755,Gelechia limitanella,"Rebel, 1904",species,,Gelechia,,limitanella,,4430,,,ICZN,,,
5756,5756,Nothris senticella,"Rebel, 1932",species,,Nothris,,senticella,,4431,,,ICZN,,,
5757,5757,Phthorimaea nigrostriella,"Zerny, 1936",species,,Phthorimaea,,nigrostriella,,4432,,,ICZN,,,
5758,5758,Nothris obscuripennis f. albicans,"Burmann, 1950",form,,Nothris,,obscuripennis,albicans,4433,,,ICZN,,,
5759,5759,Nothris obscuripennis f. melanotica,"Burmann, 1950",form,,Nothris,,obscuripennis,melanotica,4434,,,ICZN,,,
5760,5760,Gelechia seriatopunctella,"Heydenreich, 1851",species,,Gelechia,,seriatopunctella,,4435,,,ICZN,,,
5761,5761,Gelechia sestertiella,"Heydenreich, 1851",species,,Gelechia,,sestertiella,,4436,,,ICZN,,,
5762,5762,Lita sesterciella,"Schille, 1931",species,,Lita,,sesterciella,,4437,,,ICZN,,,
5763,5763,Gelechia sirotina,"M.M. Omelko, 1986",species,,Gelechia,,sirotina,,4438,,,ICZN,,,
5764,5764,Gelechia sonorensis,"Walsingham, 1911",species,,Gelechia,,sonorensis,,4439,,,ICZN,,,
5765,5766,Gelechia sororculella,"(Hübner, [1817])",species,,Gelechia,,sororculella,,,,,ICZN,,,
5766,5766,Tinea sororculella,"Hübner, [1817]",species,,Tinea,,sororculella,,4440,,,ICZN,,,
5767,5767,Anacampsis ericae,"Humphreys & Westwood, 1845",species,,Anacampsis,,ericae,,4441,,,ICZN,,,
5768,5768,Gelechia stenacma,"Meyrick, 1935",species,,Gelechia,,stenacma,,4442,,,ICZN,,,
5769,5769,Gelechia subactella,"Walker, 1864",species,,Gelechia,,subactella,,4443,,,ICZN,,Not in Australian list.,
5770,5770,Gelechia suspensa,"Meyrick, 1923",species,,Gelechia,,suspensa,,4444,,,ICZN,,,
5771,5771,Gelechia talassica,"Piskunov, 1987",species,,Gelechia,,talassica,,4445,,,ICZN,,,
5772,5772,Gelechia teleiodella,"M.M. Omelko, 1986",species,,Gelechia,,teleiodella,,4446,,,ICZN,,,
5773,5773,Gelechia tetraleuca,"Meyrick, 1918",species,,Gelechia,,tetraleuca,,4447,,,ICZN,,,
5774,5774,Gelechia thoracestrigella,"Chambers, 1875",species,,Gelechia,,thoracestrigella,,4448,,,ICZN,,,
5775,5775,Gelechia thoracistrigella,"Meyrick, 1925",species,,Gelechia,,thoracistrigella,,4449,,,ICZN,,,
5776,5777,Gelechia thymiata,"(Meyrick, 1929)",species,,Gelechia,,thymiata,,,,,ICZN,,,
5777,5777,Nothris thymiata,"Meyrick, 1929",species,,Nothris,,thymiata,,4450,,,ICZN,,,
5778,5779,Gelechia trachydyta,"(Meyrick, 1920)",species,,Gelechia,,trachydyta,,4451,,,ICZN,,,
5779,5779,Chelaria trachydyta,"Meyrick, 1920",species,,Chelaria,,trachydyta,,4452,,,ICZN,,,
5780,5780,Gelechia traducella,"Busck, 1914",species,,Gelechia,,traducella,,4453,,,ICZN,,,
5781,5781,Gelechia tribalanota,"Meyrick, 1935",species,,Gelechia,,tribalanota,,4454,178,1992,ICZN,,"Popescu-Gorj 1992: 178 (paralectotype ?, same data as Lectotype)",
5782,5783,Gelechia trychnophylla,"(Janse, 1960)",species,,Gelechia,,trychnophylla,,4455,,,ICZN,,,
5783,5783,Scrobipalpa trychnophylla,"Janse, 1960",species,,Scrobipalpa,,trychnophylla,,4456,,,ICZN,,,
5784,5784,Scrobipalpa trichnophylla,"Povolný, 1964",species,,Scrobipalpa,,trichnophylla,,4457,,,ICZN,,,
5785,5785,Gelechia turangella,"Lvovsky & Piskunov, 1989",species,,Gelechia,,turangella,,4458,,,ICZN,,,
5786,5787,Gelechia turpella,"([Denis & Schiffermüller], 1775)",species,,Gelechia,,turpella,,,197,1849,ICZN,,"'n. inv.' Hu. & Kar. ?emend., misident. According to Douglas (1849: 197), who has seen Haworth’s specimen in the Allis collection, nebulea is Gelechia diffinis. H. pinguinella was proposed for T. populella Clerck (‘Linn.’) sensu Hübner (:41); consequently the type-material is that of Hübner. Note!",
5787,5787,Tinea turpella,"[Denis & Schiffermüller], 1775",species,,Tinea,,turpella,,4459,,,ICZN,,,
5788,5788,Tinea populella,"Clerck, 1759",species,,Tinea,,populella,,4460,,,ICZN,,,
5789,5789,Recurvaria nebulea,"Haworth, 1828",species,,Recurvaria,,nebulea,,4461,,,ICZN,,,
5790,5790,Haemylis pinguinella,"Treitschke, 1832",species,,Haemylis,,pinguinella,,4462,,,ICZN,,,
5791,5791,Anarsia kochiella,"Herrich-Schäffer, 1854",species,,Anarsia,,kochiella,,4463,,,ICZN,,,
5792,5792,Gelechia unistrigella,"Chambers, 1873",species,,Gelechia,,unistrigella,,,,,ICZN,,,
5793,5793,Gelechia veneranda,"Walsingham, 1911",species,,Gelechia,,veneranda,,4464,,,ICZN,,,
5794,5794,Gelechia versutella,"Zeller, 1873",species,,Gelechia,,versutella,,4465,,,ICZN,,,
5795,5795,Gelechia wacoella,"Chambers, 1874",species,,Gelechia,,wacoella,,4466,,,ICZN,,,
5796,5796,Gelechia xylobathra,"Meyrick, 1936",species,,Gelechia,,xylobathra,,4467,,,ICZN,,,
5797,5797,Gelechiodeorum,"Kusnetzov, 1941",genus,Gelechiodeorum,,,,,4468,,,ICZN,,"Nye & Fletcher (1991, Generic Names Moths World) stated:- Recorded by Neave, 1950, Nomencl. zool. 5: 102, as a genus of fossil Lepidoptera. Gelechiodeorum was not proposed by Kusnetzov as a generic name but was used as a term of convenience, as he explained on pages 59, and 60. On the basis of its derivation we have included this name in the Gelechiidae.",
5798,5798,Geniadophora,"Walsingham, 1897",genus,Geniadophora,,,,,4469,,,ICZN,,,
5799,5800,Geniadophora extranea,"(Walsingham, 1892)",species,,Geniadophora,,extranea,,,,,ICZN,,,
5800,5800,Poecilia extranea,"Walsingham, 1892",species,,Poecilia,,extranea,,4470,,,ICZN,,,
5801,5801,Gladiovalva,"Sattler, 1960",genus,Gladiovalva,,,,,4471,,,ICZN,,,
5802,5802,Glagiovalva,"Falkovitsh & Bidzilya, 2003",genus,Glagiovalva,,,,,4472,,,ICZN,,,
5803,5803,Gladiovalva aizpuruai,"Vives, 1990",species,,Gladiovalva,,aizpuruai,,4473,,,ICZN,,,
5804,5805,Gladiovalva badidorsella,"(Rebel, 1935)",species,,Gladiovalva,,badidorsella,,,,,ICZN,,,
5805,5805,Gelechia badidorsella,"Rebel, 1935",species,,Gelechia,,badidorsella,,4474,,,ICZN,,,
5806,5806,Gladiovalva igorella,"Falkovitsh & Bidzilya, 2003",species,,Gladiovalva,,igorella,,4475,,,ICZN,,,
5807,5807,Gladiovalva pseudodorsella,"Sattler, 1960",species,,Gladiovalva,,pseudodorsella,,4476,,,ICZN,,,
5808,5809,Gladiovalva rumicivorella,"(Millière, 1881)",species,,Gladiovalva,,rumicivorella,,,,,ICZN,,,
5809,5809,Gelechia rumicivorella,"Millière, 1881",species,,Gelechia,,rumicivorella,,4477,,,ICZN,,,
5810,5810,Glauce,"Chambers, 1875",genus,Glauce,,,,,4478,,,ICZN,,,
5811,5811,Glauce pectenalaeella,"Chambers, 1875",species,,Glauce,,pectenalaeella,,4479,,,ICZN,,,
5812,5812,Glauce pectinalella,"Meyrick, 1925",species,,Glauce,,pectinalella,,4480,,,ICZN,,,
5813,5813,Gnorimoschema,"Busck, 1900",genus,Gnorimoschema,,,,,4481,,,ICZN,,"Gnorimoschema Busck, 1900, was treated as a valid genus and brought out of synonymy by Hodges & Becker, 1990, Proceedings of the Entomological Society of Washington 92: 77, and by Povolný, 1993, Reichenbachia 30: 97. Neoschema Povolný, 1967, was established to denote a subgenus of Gnorimoschema Busck, 1900, and was raised to generic level by Povolný, 1993, Reichenbachia 30: 97.",
5814,5814,Gnorimochema,"Dyar, 1902",genus,Gnorimochema,,,,,4482,,,ICZN,,,
5815,5815,Gonorimoschema,"Deurs, 1954",genus,Gonorimoschema,,,,,4483,,,ICZN,,,
5816,5816,Gnorrimoschema,"Hartig, 1964",genus,Gnorrimoschema,,,,,4484,,,ICZN,,,
5817,5817,Lerupsia,"Riedl, 1965",genus,Lerupsia,,,,,4485,,,ICZN,,,
5818,5818,Neoschema,"Povolný, 1967",genus,Neoschema,,,,,4486,,,ICZN,,,
5819,5819,Larupsia,"Soffner, 1967",genus,Larupsia,,,,,4487,,,ICZN,,,
5820,5820,Neochema,"Vives, 1995",genus,Neochema,,,,,4488,,,ICZN,,,
5821,5821,Gnorimoschema alaricella,"Busck, 1908",species,,Gnorimoschema,,alaricella,,4489,,,ICZN,,,
5822,5822,Gnorimoschema alaskense,"Povolný, 1967",species,,Gnorimoschema,,alaskense,,,,,ICZN,,,
5823,5823,Gnorimoschema valesiellum subsp. alaskense,"Povolný, 1967",subspecies,,Gnorimoschema,,valesiellum,alaskense,4490,,,ICZN,,,
5824,5824,Gnorimoschema valesiellum subsp. alaskense,"Povolný, 1966",subspecies,,Gnorimoschema,,valesiellum,alaskense,4491,,,ICZN,,,
5825,5825,Gnorimoschema albangulata,"Braun, 1926",species,,Gnorimoschema,,albangulata,,4492,,,ICZN,,,
5826,5826,Gnorimoschema albestre,"Povolný, 2003",species,,Gnorimoschema,,albestre,,4493,,,ICZN,,,
5827,5828,Gnorimoschema albimarginella,"(Chambers, 1875)",species,,Gnorimoschema,,albimarginella,,,,,ICZN,,,
5828,5828,Gelechia albimarginella,"Chambers, 1875",species,,Gelechia,,albimarginella,,4494,,,ICZN,,,
5829,5829,Gelechia albomarginella,"Chambers, 1878",species,,Gelechia,,albomarginella,,4495,,,ICZN,,,
5830,5830,Gnorimoschema altaica,"Bidzilya, Huemer, Nupponen & Šumpich, 2019",species,,Gnorimoschema,,altaica,,4601,,,ICZN,,,
5831,5832,Gnorimoschema ambrosiaeella,"(Chambers, 1875)",species,,Gnorimoschema,,ambrosiaeella,,,,,ICZN,,,
5832,5832,Gelechia ambrosiaeella,"Chambers, 1875",species,,Gelechia,,ambrosiaeella,,4497,,,ICZN,,,
5833,5833,Gelechia ambrosiaella,"Busck, 1903",species,,Gelechia,,ambrosiaella,,4498,,,ICZN,,,
5834,5834,Gnorimoschema ambrosiella,"Meyrick, 1925",species,,Gnorimoschema,,ambrosiella,,4499,,,ICZN,,,
5835,5835,Gnorimoschema anomale,"Povolný, 2003",species,,Gnorimoschema,,anomale,,4500,,,ICZN,,,
5836,5836,Gnorimoschema assimile,"Povolný, 2003",species,,Gnorimoschema,,assimile,,4501,,,ICZN,,,
5837,5837,Gnorimoschema aterrimum,"Povolný & Powell, 2001",species,,Gnorimoschema,,aterrimum,,4502,,,ICZN,,,
5838,5838,Gnorimoschema baccharisella,"Busck, 1903",species,,Gnorimoschema,,baccharisella,,4503,112,2001,ICZN,,See Powell & Povolný 2001: 112 on type locality!,
5839,5839,Gnorimoschema bacchariella,"Meyrick, 1925",species,,Gnorimoschema,,bacchariella,,4504,,,ICZN,,,
5840,5840,Gnorimoschema bacchariselloides,"Povolný & Powell, 2001",species,,Gnorimoschema,,bacchariselloides,,4505,,,ICZN,,,
5841,5841,Gnorimoschema banksiella,"Busck, 1903",species,,Gnorimoschema,,banksiella,,4506,,,ICZN,,,
5842,5842,Gnorimoschema batanella,"Busck, 1903",species,,Gnorimoschema,,batanella,,4507,,,ICZN,,,
5843,5843,Gnorimoschema bodillum,"Karsholt & Nielsen, 1974",species,,Gnorimoschema,,bodillum,,4508,,,ICZN,,,
5844,5844,Gnorimoschema brachiatum,"Povolný, 1998",species,,Gnorimoschema,,brachiatum,,4509,,,ICZN,,,
5845,5845,Gnorimoschema brachyptera,"Bidzilya, Huemer, Nupponen & Šumpich, 2019",species,,Gnorimoschema,,brachyptera,,4601,,,ICZN,,,
5846,5847,Gnorimoschema brackenridgella,"(Busck, [1903])",species,,Gnorimoschema,,brackenridgella,,,,,ICZN,,,
5847,5847,Gelechia brackenridgella,"Busck, [1903]",species,,Gelechia,,brackenridgella,,4511,,,ICZN,,,
5848,5848,Gelechia detersella,"Clemens, 1860",species,,Gelechia,,detersella,,4512,,,ICZN,,,
5849,5849,Gnorimoschema brackenridgiella,"Busck, 1903",species,,Gnorimoschema,,brackenridgiella,,4513,,,ICZN,,,
5850,5850,Gnorimoschema busckiella,"Kearfott, 1903",species,,Gnorimoschema,,busckiella,,4514,,,ICZN,,,
5851,5852,Gnorimoschema cinctipunctella,"(Erschoff, 1877)",species,,Gnorimoschema,,cinctipunctella,,,,,ICZN,,,
5852,5852,Gelechia cinctipunctella,"Erschoff, 1877",species,,Gelechia,,cinctipunctella,,4515,,,ICZN,,,
5853,5853,Gnorimoschema mongolorum,"Povolný, 1969",species,,Gnorimoschema,,mongolorum,,4516,,,ICZN,,,
5854,5854,Gnorimoschema cinerella,"Li & Bidzilya, 2017",species,,Gnorimoschema,,cinerella,,4517,,,ICZN,,,
5855,5855,Gnorimoschema clavatum,"Povolný, 1998",species,,Gnorimoschema,,clavatum,,4518,,,ICZN,,,
5856,5857,Gnorimoschema collinusella,"(Chambers, 1877)",species,,Gnorimoschema,,collinusella,,,,,ICZN,,,
5857,5857,Gelechia collinusella,"Chambers, 1877",species,,Gelechia,,collinusella,,4519,,,ICZN,,,
5858,5858,Gnorimoschema collinella,"Meyrick, 1925",species,,Gnorimoschema,,collinella,,4520,,,ICZN,,,
5859,5859,Gnorimoschema compsomorpha,"Meyrick, 1929",species,,Gnorimoschema,,compsomorpha,,4521,,,ICZN,,,
5860,5860,Gnorimoschema contraria,"Braun, 1921",species,,Gnorimoschema,,contraria,,4522,,,ICZN,,,
5861,5861,Gnorimoschema coquillettella,"Busck, 1902",species,,Gnorimoschema,,coquillettella,,4523,,,ICZN,,,
5862,5862,Gnorimoschema crypticum,"Povolný & Powell, 2001",species,,Gnorimoschema,,crypticum,,4524,,,ICZN,,,
5863,5863,Gnorimoschema curiosum,"Povolný, 2003",species,,Gnorimoschema,,curiosum,,4525,,,ICZN,,,
5864,5864,Gnorimoschema debenedictisi,"Povolný & Powell, 2001",species,,Gnorimoschema,,debenedictisi,,4526,,,ICZN,,,
5865,5865,Gnorimoschema dudiella,"Busck, 1903",species,,Gnorimoschema,,dudiella,,4527,,,ICZN,,,
5866,5866,Gnorimoschema elatior,"Povolný, 2003",species,,Gnorimoschema,,elatior,,4528,,,ICZN,,,
5867,5867,Gnorimoschema elbursicum,"Povolný, 1984",species,,Gnorimoschema,,elbursicum,,4529,,,ICZN,,,
5868,5869,Gnorimoschema emancipata,"(Meyrick, 1925)",species,,Gnorimoschema,,emancipata,,,,,ICZN,,,
5869,5869,Phthorimaea emancipata,"Meyrick, 1925",species,,Phthorimaea,,emancipata,,4530,,,ICZN,,,
5870,5870,Gelechia marmorella,"Chambers, 1875",species,,Gelechia,,marmorella,,4531,,,ICZN,,,
5871,5872,Gnorimoschema epithymella,"(Staudinger, 1859)",species,,Gnorimoschema,,epithymella,,,,,ICZN,,,
5872,5872,Gelechia epithymella,"Staudinger, 1859",species,,Gelechia,,epithymella,,4532,,,ICZN,,,
5873,5873,Lita epithymella var. glauca,"Caradja, 1920",variety,,Lita,,epithymella,glauca,4533,,,ICZN,,,
5874,5874,Phthorimaea brunneomaculella,"Hackman, 1946",species,,Phthorimaea,,brunneomaculella,,4534,,,ICZN,,,
5875,5875,Phthorimaea boerneri,"Amsel, 1952",species,,Phthorimaea,,boerneri,,4535,,,ICZN,,,
5876,5876,Gnorimoschema epithymellum subsp. kirgisicum,"Povolný, 1994",subspecies,,Gnorimoschema,,epithymellum,kirgisicum,4536,,,ICZN,,,
5877,5877,Gnorimoschema ericameriae,"Keifer, 1933",species,,Gnorimoschema,,ericameriae,,4537,,,ICZN,,,
5878,5878,Gnorimoschema ericoidesi,"Povolný & Powell, 2001",species,,Gnorimoschema,,ericoidesi,,4538,,,ICZN,,,
5879,5879,Gnorimoschema faustella,"Busck, 1910",species,,Gnorimoschema,,faustella,,4539,,,ICZN,,,
5880,5880,Gnorimoschema ferrugineum,"Povolný, 2003",species,,Gnorimoschema,,ferrugineum,,4540,,,ICZN,,,
5881,5881,Gnorimoschema florella,"Busck, 1903",species,,Gnorimoschema,,florella,,4541,,,ICZN,,,
5882,5882,Gnorimoschema foliatum,"Povolný, 2003",species,,Gnorimoschema,,foliatum,,4542,,,ICZN,,,
5883,5883,Gnorimoschema fuscescens,"Li & Bidzilya, 2017",species,,Gnorimoschema,,fuscescens,,4543,,,ICZN,,,
5884,5885,Gnorimoschema gallaeasterella,"(Kellicott, 1878)",species,,Gnorimoschema,,gallaeasterella,,,,,ICZN,,,
5885,5885,Gelechia gallaeasterella,"Kellicott, 1878",species,,Gelechia,,gallaeasterella,,4544,,,ICZN,,,
5886,5886,Gelechia gallaediplopappi,"Fyles, 1890",species,,Gelechia,,gallaediplopappi,,4545,,,ICZN,,,
5887,5887,Gnorimoschema gallaeasteriella,"Busck, [1903]",species,,Gnorimoschema,,gallaeasteriella,,4546,,,ICZN,,,
5888,5888,Gnorimoschema asterella,"Brodie, 1909",species,,Gnorimoschema,,asterella,,4547,,,ICZN,,,
5889,5889,Paedisca ceasiella,"Brodie, 1909",species,,Paedisca,,ceasiella,,4548,,,ICZN,,,
5890,5890,Gnorimoschema gallaeasteris,"Meyrick, 1925",species,,Gnorimoschema,,gallaeasteris,,4549,,,ICZN,,,
5891,5892,Gnorimoschema gallaesolidaginis,"(Riley, 1869)",species,,Gnorimoschema,,gallaesolidaginis,,,,,ICZN,,,
5892,5892,Gelechia gallaesolidaginis,"Riley, 1869",species,,Gelechia,,gallaesolidaginis,,4550,,,ICZN,,,
5893,5893,Gnorimoschema gallaespeciosum,"Miller, 2000",species,,Gnorimoschema,,gallaespeciosum,,4551,,,ICZN,,,
5894,5894,Gnorimoschema geminum,"Povolný, 2003",species,,Gnorimoschema,,geminum,,4552,,,ICZN,,,
5895,5895,Gnorimoschema generale,"Povolný, 2003",species,,Gnorimoschema,,generale,,4553,,,ICZN,,,
5896,5896,Gnorimoschema gibsoniella,"Busck, 1915",species,,Gnorimoschema,,gibsoniella,,4554,,,ICZN,,,
5897,5897,Gnorimoschema gilvella,"Li & Bidzilya, 2017",species,,Gnorimoschema,,gilvella,,4555,,,ICZN,,,
5898,5898,Gnorimoschema gracile,"Povolný, 2003",species,,Gnorimoschema,,gracile,,4556,,,ICZN,,,
5899,5899,Gnorimoschema grindeliae,"Povolný & Powell, 2001",species,,Gnorimoschema,,grindeliae,,4557,,,ICZN,,,
5900,5901,Gnorimoschema grisella,"(Chambers, 1872)",species,,Gnorimoschema,,grisella,,,,,ICZN,,,
5901,5901,Gelechia grisella,"Chambers, 1872",species,,Gelechia,,grisella,,4558,,,ICZN,,,
5902,5902,Gelechia discomaculella,"Chambers, 1872",species,,Gelechia,,discomaculella,,4559,,,ICZN,,,
5903,5903,Gelechia aurimaculella,"Chambers, 1872",species,,Gelechia,,aurimaculella,,4560,,,ICZN,,,
5904,5905,Gnorimoschema herbichii,"(Nowicki, 1864)",species,,Gnorimoschema,,herbichii,,,,,ICZN,,"Povolný, 2002, Iconogr. Tribus Gnorimoschemini Reg. palaearct.: 23, 109, colour pl. 1, figs 21, 22, pl.3, figs 24-26, pl. 60, figs 538-540. An incorrect subsequent spelling of Gelechia herbichii Nowicki.",
5905,5905,Gelechia herbichii,"Nowicki, 1864",species,,Gelechia,,herbichii,,4561,,,ICZN,,,
5906,5906,Lita pusillella,"Rebel, 1893",species,,Lita,,pusillella,,4562,,,ICZN,,,
5907,5907,Gelechia (Lita) tengstroemiella,"Joannis, 1910",species,,Gelechia,Lita,tengstroemiella,,4563,,,ICZN,,,
5908,5908,Lita pazsiczkyi,"Rebel, 1913",species,,Lita,,pazsiczkyi,,4564,,,ICZN,,,
5909,5909,Phthorimaea pazsiezkyi,"Meyrick, 1925",species,,Phthorimaea,,pazsiezkyi,,4565,,,ICZN,,,
5910,5910,Lita parentesella,"Toll, 1936",species,,Lita,,parentesella,,4566,,,ICZN,,,
5911,5911,Phthorimaea tengstroemi,"Hackman, 1946",species,,Phthorimaea,,tengstroemi,,4567,,,ICZN,,,
5912,5912,Gnorimoschema herbichi,"Povolný, 1966",species,,Gnorimoschema,,herbichi,,4568,,,ICZN,,,
5913,5913,Gnorimoschema herbichi,,species,,Gnorimoschema,,herbichi,,4569,,,ICZN,,,
5914,5914,Gnorimoschema herbichi,,species,,Gnorimoschema,,herbichi,,4570,,,ICZN,,,
5915,5916,Gnorimoschema hoefneri,"(Rebel, 1909)",species,,Gnorimoschema,,hoefneri,,,,,ICZN,,,
5916,5916,Gelechia (Lita) hoefneri,"Rebel, 1909",species,,Gelechia,Lita,hoefneri,,4571,,,ICZN,,,
5917,5917,Gnorimoschema huffmanellum,"Metzler & Adamski, 2002",species,,Gnorimoschema,,huffmanellum,,4572,,,ICZN,,,
5918,5919,Gnorimoschema inexperta,"(Meyrick, 1925)",species,,Gnorimoschema,,inexperta,,,,,ICZN,,,
5919,5919,Phthorimaea inexperta,"Meyrick, 1925",species,,Phthorimaea,,inexperta,,4573,,,ICZN,,,
5920,5920,Gelechia simpliciella,"Chambers, 1875",species,,Gelechia,,simpliciella,,4574,,,ICZN,,,
5921,5921,Gnorimoschema intermedium,"Povolný, 2003",species,,Gnorimoschema,,intermedium,,4575,,,ICZN,,,
5922,5922,Gnorimoschema interrogationum,"Povolný, 2003",species,,Gnorimoschema,,interrogationum,,4576,,,ICZN,,,
5923,5923,Gnorimoschema jalavai,"Povolný, 1997",species,,Gnorimoschema,,jalavai,,4577,,,ICZN,,,
5924,5924,Gnorimoschema jocelynae,"Miller, 2000",species,,Gnorimoschema,,jocelynae,,4578,,,ICZN,,,
5925,5813,Gnorimoschema (Neoschema),"Busck, 1900",subgenus,,Gnorimoschema,Neoschema,,,,,,ICZN,,"Gnorimoschema Busck, 1900, was treated as a valid genus and brought out of synonymy by Hodges & Becker, 1990, Proceedings of the Entomological Society of Washington 92: 77, and by Povolný, 1993, Reichenbachia 30: 97. Neoschema Povolný, 1967, was established to denote a subgenus of Gnorimoschema Busck, 1900, and was raised to generic level by Povolný, 1993, Reichenbachia 30: 97.",
5926,5926,Gnorimoschema (Neoschema) klotsi,"Povolný, 1967",species,,Gnorimoschema,Neoschema,klotsi,,4579,,,ICZN,,,
5927,5927,Gnorimoschema kozlovi,"Bidzilya, Huemer, Nupponen & Šumpich, 2019",species,,Gnorimoschema,,kozlovi,,4601,,,ICZN,,,
5928,5928,Gnorimoschema lateritium,"Povolný, 2003",species,,Gnorimoschema,,lateritium,,4581,,,ICZN,,,
5929,5929,Gnorimoschema ligulatum,"Povolný, 1998",species,,Gnorimoschema,,ligulatum,,4582,,,ICZN,,,
5930,5931,Gnorimoschema lipatiella,"(Busck, 1909)",species,,Gnorimoschema,,lipatiella,,,,,ICZN,,,
5931,5931,Gelechia lipatiella,"Busck, 1909",species,,Gelechia,,lipatiella,,4583,,,ICZN,,,
5932,5932,Gnorimoschema lobatum,"Povolný, 1998",species,,Gnorimoschema,,lobatum,,4584,,,ICZN,,,
5933,5934,Gnorimoschema milleriella,"(Chambers, 1875)",species,,Gnorimoschema,,milleriella,,,,,ICZN,,,
5934,5934,Gelechia milleriella,"Chambers, 1875",species,,Gelechia,,milleriella,,4585,,,ICZN,,,
5935,5936,Gnorimoschema minor,"(Busck, 1906)",species,,Gnorimoschema,,minor,,,,,ICZN,,,
5936,5936,Phthorimaea minor,"Busck, 1906",species,,Phthorimaea,,minor,,4586,,,ICZN,,,
5937,5937,Gnorimoschema montanum,"Povolný, 1966",species,,Gnorimoschema,,montanum,,,,,ICZN,,,
5938,5938,Gnorimoschema antiquum subsp. montanum,"Povolný, 1966",subspecies,,Gnorimoschema,,antiquum,montanum,4587,,,ICZN,,,
