ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,referenceID,publishedInPage,publishedInYear,code,status,remarks,link
1,1,Lepidoptera,,order,Lepidoptera,,,,,,,,ICZN,,,
2,2,Gelechioidea,,superfamily,Gelechioidea,,,,,,,,ICZN,,,
3,3,Gelechiidae,,family,Gelechiidae,,,,,,,,ICZN,,,
4,4,Dichomeridinae,,subfamily,Dichomeridinae,,,,,,,,ICZN,,,
5,5,Acompsia,"Hübner, [1825]",genus,Acompsia,,,,,1,,,ICZN,,,
6,6,Acampsia,"Westwood, 1840",genus,Acampsia,,,,,2,,,ICZN,,,
7,7,Accompsia,"Bruand, [1851]",genus,Accompsia,,,,,3,,,ICZN,,,
8,8,Brachycrossata,"Heinemann, 1870",genus,Brachycrossata,,,,,4,,,ICZN,,,
9,9,Brachicrossata,"Hartmann, 1880",genus,Brachicrossata,,,,,5,,,ICZN,,,
10,10,Telephila,"Meyrick, 1923",genus,Telephila,,,,,6,,,ICZN,,,
11,12,Acompsia antirrhinella,"(Millière, 1866)",species,,Acompsia,,antirrhinella,,,,,ICZN,,,
12,12,Gelechia antirrhinella,"Millière, 1866",species,,Gelechia,,antirrhinella,,7,,,ICZN,,,
13,5,Acompsia (Acompsia),"Hübner, [1825]",subgenus,,Acompsia,Acompsia,,,,,,ICZN,,,
14,14,Acompsia (Acompsia) baldizzonei,"Pinzari, Nel & Pinzari, 2016",species,,Acompsia,Acompsia,baldizzonei,,8,,,ICZN,,,
15,16,Acompsia ballotellus,"(Amsel, 1935)",species,,Acompsia,,ballotellus,,,,,ICZN,,,
16,16,Hypsolophus ballotellus,"Amsel, 1935",species,,Hypsolophus,,ballotellus,,9,,,ICZN,,,
17,17,Ypsolophus ballotellus,"Amsel, 1933",species,,Ypsolophus,,ballotellus,,10,,,ICZN,,,
18,18,Acompsia (Acompsia) bidzilyai,"Huemer & Karsholt, 2002",species,,Acompsia,Acompsia,bidzilyai,,11,,,ICZN,,,
19,19,Acompsia (Acompsia) caucasella,"Huemer & Karsholt, 2002",species,,Acompsia,Acompsia,caucasella,,12,,,ICZN,,,
20,21,Acompsia cinerella,"(Clerck, 1759)",species,,Acompsia,,cinerella,,,,,ICZN,,,
21,21,Phalaena cinerella,"Clerck, 1759",species,,Phalaena,,cinerella,,13,,,ICZN,,,
22,22,Phalaena murinella,"Scopoli, 1763",species,,Phalaena,,murinella,,14,,,ICZN,,,
23,23,Tinea ardeliella,"Hübner, [1817]",species,,Tinea,,ardeliella,,15,,,ICZN,,,
24,24,Recurvaria cinerea,"Haworth, 1828",species,,Recurvaria,,cinerea,,16,,,ICZN,,,
25,25,Lita spodiella,"Kollar, 1832",species,,Lita,,spodiella,,17,,,ICZN,,,
26,26,Acompsia delmastroella,"Huemer, 1998",species,,Acompsia,,delmastroella,,18,,,ICZN,,,
27,27,Acompsia delmastorella,"Huemer, 1998",species,,Acompsia,,delmastorella,,19,,,ICZN,,,
28,28,Acompsia dimorpha,"Petry, 1904",species,,Acompsia,,dimorpha,,20,,,ICZN,,,
29,29,Acompsia (Acompsia) fibigeri,"Huemer & Karsholt, 2002",species,,Acompsia,Acompsia,fibigeri,,21,,,ICZN,,,
30,31,Acompsia maculosella,"(Stainton, 1851)",species,,Acompsia,,maculosella,,,,,ICZN,,,
31,31,Gelechia maculosella,"Stainton, 1851",species,,Gelechia,,maculosella,,22,,,ICZN,,,
32,33,Acompsia minorella,"(Rebel, 1899)",species,,Acompsia,,minorella,,,,,ICZN,,,
33,33,Brachycrossata minorella,"Rebel, 1899",species,,Brachycrossata,,minorella,,23,,,ICZN,,,
34,34,Acompsia muellerrutzi,"Wehrli, 1925",species,,Acompsia,,muellerrutzi,,24,,,ICZN,,,
35,35,Acompsia (Acompsia) ponomarenkoae,"Huemer & Karsholt, 2002",species,,Acompsia,Acompsia,ponomarenkoae,,25,,,ICZN,,,
36,36,Acompsia (Acompsia) pyrenaella,"Huemer & Karsholt, 2002",species,,Acompsia,Acompsia,pyrenaella,,26,,,ICZN,,,
37,37,Acompsia (Acompsia) schepleri,"Huemer & Karsholt, 2002",species,,Acompsia,Acompsia,schepleri,,27,,,ICZN,,,
38,39,Acompsia schmidtiellus,"(Heyden, 1848)",species,,Acompsia,,schmidtiellus,,,,,ICZN,,,
39,39,Ypsolophus schmidtiellus,"Heyden, 1848",species,,Ypsolophus,,schmidtiellus,,28,,,ICZN,,,
40,40,Ypsolophus durdhamellus,"Stainton, 1849",species,,Ypsolophus,,durdhamellus,,29,,,ICZN,,,
41,41,Hypsolophus quadrinellus,"Reutti, 1853",species,,Hypsolophus,,quadrinellus,,30,,,ICZN,,,
42,42,Hypsolopha quadrinella,"Herrich-Schäffer, 1854",species,,Hypsolopha,,quadrinella,,31,,,ICZN,,,
43,43,Ypsolophus schmidiellus,"Heyden, 1865",species,,Ypsolophus,,schmidiellus,,32,,,ICZN,,,
44,44,Dichomeris schmiediella,"Hackman & al., 1950",species,,Dichomeris,,schmiediella,,33,,,ICZN,,,
45,45,Acompsia subpunctella,"Svensson, 1966",species,,Acompsia,,subpunctella,,34,,,ICZN,,,
46,5,Acompsia (Telephila),"Hübner, [1825]",subgenus,,Acompsia,Telephila,,,,,,ICZN,,,
47,47,Acompsia (Telephila) syriella,"Huemer & Karsholt, 2002",species,,Acompsia,Telephila,syriella,,35,,,ICZN,,,
48,48,Acompsia tenebrosella,"Lucas, 1956",species,,Acompsia,,tenebrosella,,36,,,ICZN,,,
49,50,Acompsia tripunctella,"([Denis & Schiffermüller], 1775)",species,,Acompsia,,tripunctella,,,,,ICZN,,,
50,50,Tinea tripunctella,"[Denis & Schiffermüller], 1775",species,,Tinea,,tripunctella,,37,,,ICZN,,,
51,51,Anacampsinae,,subfamily,Anacampsinae,,,,,,,,ICZN,,,
52,52,Acrophiletis,"Meyrick, 1932",genus,Acrophiletis,,,,,38,,,ICZN,,,
53,53,Acrophiletis cosmocrossa,"Meyrick, 1932",species,,Acrophiletis,,cosmocrossa,,39,,,ICZN,,,
54,54,Apatetrinae,,subfamily,Apatetrinae,,,,,,,,ICZN,,,
55,55,Acutitornus,"Janse, 1951",genus,Acutitornus,,,,,40,,,ICZN,,,
56,56,Acutitornus kalahariensis,"Janse, 1957",species,,Acutitornus,,kalahariensis,,41,,,ICZN,,,
57,57,Acutitornus leucostola,"Janse, 1957",species,,Acutitornus,,leucostola,,42,,,ICZN,,,
58,58,Acutitornus liebenbergi,"Janse, 1963",species,,Acutitornus,,liebenbergi,,43,,,ICZN,,,
59,59,Acutitornus munda,"Janse, 1951",species,,Acutitornus,,munda,,44,,,ICZN,,,
60,60,Acutitornus munroi,"Janse, 1957",species,,Acutitornus,,munroi,,45,,,ICZN,,,
61,61,Acutitornus persectus,"Krüger, 2015",species,,Acutitornus,,persectus,,46,,,ICZN,,,
62,62,Adoxotricha,"Meyrick, 1938",genus,Adoxotricha,,,,,47,,,ICZN,,,
63,63,Adoxotricha symbolistis,"Meyrick, 1938",species,,Adoxotricha,,symbolistis,,48,,,ICZN,,,
64,64,Gelechiinae,,subfamily,Gelechiinae,,,,,,,,ICZN,,,
65,65,Litini,,tribe,Litini,,,,,,,,ICZN,,,
66,66,Adrasteia,"Chambers, 1872",genus,Adrasteia,,,,,49,,,ICZN,,,
67,67,Adrastia,"Kirby, 1874",genus,Adrastia,,,,,50,,,ICZN,,,
68,68,Abrasteia,"Piskunov, 1973",genus,Abrasteia,,,,,51,,,ICZN,,,
69,69,Adrasteia alexandriacella,"Chambers, 1872",species,,Adrasteia,,alexandriacella,,52,,,ICZN,,,
70,70,Gelechia alexandriaeella,"Chambers, 1878",species,,Gelechia,,alexandriaeella,,53,,,ICZN,,,
71,71,Telphusa alexandriella,"Meyrick, 1925",species,,Telphusa,,alexandriella,,54,,,ICZN,,,
72,72,Gelechiini,,tribe,Gelechiini,,,,,,,,ICZN,,,
73,73,Adullamitis,"Meyrick, 1932",genus,Adullamitis,,,,,55,,,ICZN,,,
74,74,Adullanitis,"Gaede, 1937",genus,Adullanitis,,,,,56,,,ICZN,,,
75,75,Adullamitis emancipata,"Meyrick, 1932",species,,Adullamitis,,emancipata,,57,,,ICZN,,,
76,76,Anomologinae,,subfamily,Anomologinae,,,,,,,,ICZN,,,
77,77,Aerotypia,"Walsingham, 1911",genus,Aerotypia,,,,,58,,,ICZN,,,
78,78,Aerotypia pleurotella,"Walsingham, 1911",species,,Aerotypia,,pleurotella,,59,,,ICZN,,,
79,79,Afrotelphusa,"Bidzilya & Mey, 2011",genus,Afrotelphusa,,,,,60,,,ICZN,,,
80,81,Afrotelphusa accensa,"(Meyrick, 1921)",species,,Afrotelphusa,,accensa,,,,,ICZN,,,
81,81,Telphusa accensa,"Meyrick, 1921",species,,Telphusa,,accensa,,61,,,ICZN,,,
82,82,Agathactis,"Meyrick, 1929",genus,Agathactis,,,,,62,,,ICZN,,,
83,83,Agathactis toxocosma,"Meyrick, 1929",species,,Agathactis,,toxocosma,,63,,,ICZN,,,
84,84,Agnippe,"Chambers, 1872",genus,Agnippe,,,,,64,,,ICZN,,,
85,85,Evippe,"Chambers, 1873",genus,Evippe,,,,,65,,,ICZN,,,
86,86,Phaetusa,"Chambers, 1875",genus,Phaetusa,,,,,66,,,ICZN,,,
87,87,Aganippe,"Chambers, 1880",genus,Aganippe,,,,,67,,,ICZN,,,
88,88,Tholerostola,"Meyrick, 1917",genus,Tholerostola,,,,,68,,,ICZN,,,
89,90,Agnippe abdita,"(Braun, 1925)",species,,Agnippe,,abdita,,,,,ICZN,,,
90,90,Evippe abdita,"Braun, 1925",species,,Evippe,,abdita,,69,,,ICZN,,,
91,92,Agnippe aequorea,"(Meyrick, 1917)",species,,Agnippe,,aequorea,,70,,,ICZN,,,
92,92,Recurvaria aequorea,"Meyrick, 1917",species,,Recurvaria,,aequorea,,71,,,ICZN,,,
93,94,Agnippe albidorsella,"(Snellen, 1884)",species,,Agnippe,,albidorsella,,,,,ICZN,,,
94,94,Recurvaria albidorsella,"Snellen, 1884",species,,Recurvaria,,albidorsella,,72,,,ICZN,,,
95,95,Evippe albidorcella,"Park, 1983a",species,,Evippe,,albidorcella,,73,,,ICZN,,,
96,96,Evippe albidorsalis,"Bae, Lee & Park 2014",species,,Evippe,,albidorsalis,,74,,,ICZN,,,
97,98,Agnippe aulonota,"(Meyrick, 1917)",species,,Agnippe,,aulonota,,75,,,ICZN,,,
98,98,Aristotelia aulonota,"Meyrick, 1917",species,,Aristotelia,,aulonota,,76,,,ICZN,,,
99,99,Agnippe biscolorella,"Chambers, 1872",species,,Agnippe,,biscolorella,,77,,,ICZN,,,
100,100,Agnippe bicolorella,"Meyrick, 1925",species,,Agnippe,,bicolorella,,78,,,ICZN,,,
101,102,Agnippe conjugella,"(Caradja, 1920)",species,,Agnippe,,conjugella,,,,,ICZN,,,
102,102,Lita conjugella,"Caradja, 1920",species,,Lita,,conjugella,,79,,,ICZN,,,
103,103,Evippe haberlandi,"Amsel, 1961",species,,Evippe,,haberlandi,,80,,,ICZN,,,
104,104,Agnippe crinella,"Keifer, 1927",species,,Agnippe,,crinella,,81,,,ICZN,,,
105,105,Agnippe deserta,"Bidzilya & Li, 2010",species,,Agnippe,,deserta,,82,,,ICZN,,,
106,107,Agnippe dichotoma,"(Li, 1993)",species,,Agnippe,,dichotoma,,,,,ICZN,,,
107,107,Evippe dichotoma,"Li, 1993",species,,Evippe,,dichotoma,,83,,,ICZN,,,
108,109,Agnippe echinulata,"(Li, 1993)",species,,Agnippe,,echinulata,,,,,ICZN,,,
109,109,Evippe echinulata,"Li, 1993",species,,Evippe,,echinulata,,84,,,ICZN,,,
110,110,Agnippe echinuloides,"Bidzilya & Li, 2010",species,,Agnippe,,echinuloides,,85,,,ICZN,,,
111,111,Agnippe evippeella,"Busck, 1906",species,,Agnippe,,evippeella,,86,,,ICZN,,,
112,113,Agnippe evippella,"(Forbes, 1931)",species,,Agnippe,,evippella,,87,,,ICZN,,,
113,113,Tholerostola evippella,"Forbes, 1931",species,,Tholerostola,,evippella,,88,,,ICZN,,,
114,114,Agnippe fuscopulvella,"Chambers, 1872",species,,Agnippe,,fuscopulvella,,89,,,ICZN,,,
115,116,Agnippe kuznetzovi,"(Lvovsky & Piskunov, 1989)",species,,Agnippe,,kuznetzovi,,,,,ICZN,,,
116,116,Evippe kuznetzovi,"Lvovsky & Piskunov, 1989",species,,Evippe,,kuznetzovi,,90,,,ICZN,,,
117,117,Evippe zhengi,"Wang & Li, 1994",species,,Evippe,,zhengi,,91,,,ICZN,,,
118,119,Agnippe laudatella,"(Walsingham, 1907)",species,,Agnippe,,laudatella,,,,,ICZN,,,
119,119,Phthorimaea laudatella,"Walsingham, 1907",species,,Phthorimaea,,laudatella,,92,,,ICZN,,,
120,121,Agnippe leuconota,"(Zeller, 1873)",species,,Agnippe,,leuconota,,,,,ICZN,,,
121,121,Gelechia (Teleia) leuconota,"Zeller, 1873",species,,Gelechia,Teleia,leuconota,,93,,,ICZN,,,
122,122,Phaetusa plutella,"Chambers, 1875",species,,Phaetusa,,plutella,,94,,,ICZN,,,
123,124,Agnippe lunaki,"(Rebel, 1940)",species,,Agnippe,,lunaki,,,,,ICZN,,,
124,124,Stenolechia lunaki,"Rebel, 1940",species,,Stenolechia,,lunaki,,95,,,ICZN,,,
125,125,Evippe penicillata,"Amsel, 1961",species,,Evippe,,penicillata,,96,,,ICZN,,,
126,127,Agnippe miniscula,"(Li, 1993)",species,,Agnippe,,miniscula,,,,,ICZN,,,
127,127,Evippe miniscula,"Li, 1993",species,,Evippe,,miniscula,,97,,,ICZN,,,
128,129,Agnippe novisyrictis,"(Li, 1993)",species,,Agnippe,,novisyrictis,,,,,ICZN,,,
129,129,Evippe novisyrictis,"Li, 1993",species,,Evippe,,novisyrictis,,98,,,ICZN,,,
130,131,Agnippe omphalopa,"(Meyrick, 1917)",species,,Agnippe,,omphalopa,,,,,ICZN,,,
131,131,Tholerostola omphalopa,"Meyrick, 1917",species,,Tholerostola,,omphalopa,,99,,,ICZN,,,
132,133,Agnippe plumata,"(Meyrick, 1917)",species,,Agnippe,,plumata,,100,,,ICZN,,,
133,133,Aristotelia plumata,"Meyrick, 1917",species,,Aristotelia,,plumata,,101,,,ICZN,,,
134,135,Agnippe postpallescens,"(Walsingham, 1897)",species,,Agnippe,,postpallescens,,102,,,ICZN,,,
135,135,Gelechia postpallescens,"Walsingham, 1897",species,,Gelechia,,postpallescens,,103,,,ICZN,,,
136,137,Agnippe prunifoliella,"(Chambers, 1873)",species,,Agnippe,,prunifoliella,,,,,ICZN,,,
137,137,Evippe prunifoliella,"Chambers, 1873",species,,Evippe,,prunifoliella,,104,,,ICZN,,,
138,139,Agnippe pseudolella,"(Christoph, 1888)",species,,Agnippe,,pseudolella,,,,,ICZN,,,
139,139,Lita pseudolella,"Christoph, 1888",species,,Lita,,pseudolella,,105,,,ICZN,,,
140,140,Lita cephalella,"Caradja, 1920",species,,Lita,,cephalella,,106,,,ICZN,,,
141,142,Agnippe scoteropis,"(Meyrick, 1931)",species,,Agnippe,,scoteropis,,107,,,ICZN,,,
142,142,Stegasta scoteropis,"Meyrick, 1931",species,,Stegasta,,scoteropis,,108,,,ICZN,,,
143,143,Agnippe separatella,"Bidzilya & Li, 2010",species,,Agnippe,,separatella,,109,,,ICZN,,,
145,146,Agnippe syrictis,"(Meyrick, 1936)",species,,Agnippe,,syrictis,,,,,ICZN,,,
146,146,Recurvaria syrictis,"Meyrick, 1936",species,,Recurvaria,,syrictis,,111,,,ICZN,,,
147,147,Agnippe turanica,"Bidzilya & Li, 2010",species,,Agnippe,,turanica,,112,,,ICZN,,,
148,149,Agnippe yongdengensis,"(Li, 1993)",species,,Agnippe,,yongdengensis,,,,,ICZN,,,
149,149,Evippe yongdengensis,"Li, 1993",species,,Evippe,,yongdengensis,,113,,,ICZN,,,
150,151,Agnippe zhouzhiensis,"(Li, 1993)",species,,Agnippe,,zhouzhiensis,,,,,ICZN,,,
151,151,Evippe zhouzhiensis,"Li, 1993",species,,Evippe,,zhouzhiensis,,114,,,ICZN,,,
152,152,Gnorimoschemini,,tribe,Gnorimoschemini,,,,,,,,ICZN,,,
153,153,Agonochaetia,"Povolný, 1965",genus,Agonochaetia,,,,,115,,,ICZN,,,
154,154,Sautereopsis,"Povolný, 1965",genus,Sautereopsis,,,,,116,,,ICZN,,,
155,156,Agonochaetia conspersa,"(Braun, 1921)",species,,Agonochaetia,,conspersa,,,,,ICZN,,,
156,156,Gelechia conspersa,"Braun, 1921",species,,Gelechia,,conspersa,,117,,,ICZN,,,
157,158,Agonochaetia impunctella,"(Caradja, 1920)",species,,Agonochaetia,,impunctella,,,,,ICZN,,,
158,158,Brachmia impunctella,"Caradja, 1920",species,,Brachmia,,impunctella,,118,,,ICZN,,,
159,159,Agonochaetia incredibilis,"Povolný, 1965",species,,Agonochaetia,,incredibilis,,119,,,ICZN,,,
160,160,Agonochaetia intermedia,"Sattler, 1968",species,,Agonochaetia,,intermedia,,120,,,ICZN,,,
161,161,Agonochaetia lvovskyi,"Bidzilya, 2001",species,,Agonochaetia,,lvovskyi,,121,,,ICZN,,,
162,162,Agonochaetia quartana,"Povolný, 1990",species,,Agonochaetia,,quartana,,122,,,ICZN,,,
163,163,Agonochaetia shawinigan,"Landry, 2017",species,,Agonochaetia,,shawinigan,,123,,,ICZN,,,
164,165,Agonochaetia terrestrella,"(Zeller, 1872)",species,,Agonochaetia,,terrestrella,,,,,ICZN,,,
165,165,Gelechia terrestrella,"Zeller, 1872",species,,Gelechia,,terrestrella,,124,,,ICZN,,,
166,166,Gelechia muestairella,"Müller-Rutz, 1922",species,,Gelechia,,muestairella,,125,,,ICZN,,,
167,167,Gelechia musteirella,"Gaede, 1937",species,,Gelechia,,musteirella,,126,,,ICZN,,,
168,168,Agonochaetia tuvella,"Bidzilya, 2000",species,,Agonochaetia,,tuvella,,127,,,ICZN,,,
169,169,Allophlebia,"Janse, 1960",genus,Allophlebia,,,,,128,,,ICZN,,,
170,170,Allophlebia hemizancla,"Janse, 1960",species,,Allophlebia,,hemizancla,,129,,,ICZN,,,
171,171,Allotelphusa,"Janse, 1958",genus,Allotelphusa,,,,,130,,,ICZN,,,
172,173,Allotelphusa lathridia,"(Meyrick, 1909)",species,,Allotelphusa,,lathridia,,,,,ICZN,,,
173,173,Telphusa lathridia,"Meyrick, 1909",species,,Telphusa,,lathridia,,131,,,ICZN,,,
174,174,Allotelphusa lathrida,Bidzilya 2007,species,,Allotelphusa,,lathrida,,132,,,ICZN,,,
175,175,Alsodryas,"Meyrick, 1914",genus,Alsodryas,,,,,133,,,ICZN,,,
176,176,Alsodryas lactaria,"Meyrick, 1914",species,,Alsodryas,,lactaria,,134,,,ICZN,,,
177,177,Alsodryas prasinoptila,"Meyrick, 1922",species,,Alsodryas,,prasinoptila,,135,,,ICZN,,,
178,178,Altenia,"Sattler, 1960",genus,Altenia,,,,,136,,,ICZN,,,
179,179,Altenia elsneriella,"Huemer & Karsholt, 1999",species,,Altenia,,elsneriella,,137,,,ICZN,,,
180,181,Altenia inscriptella,"(Christoph, 1882)",species,,Altenia,,inscriptella,,,,,ICZN,,,
181,181,Feleia inscriptella,"Christoph, 1882",species,,Feleia,,inscriptella,,138,,,ICZN,,,
182,183,Altenia mersinella,"(Staudinger, 1879)",species,,Altenia,,mersinella,,,,,ICZN,,,
183,183,Teleia mersinella,"Staudinger, 1879",species,,Teleia,,mersinella,,139,,,ICZN,,,
184,184,Teleia melanostictella,"Ragonot, 1895",species,,Teleia,,melanostictella,,140,,,ICZN,,,
185,185,Stenolechia sagittella,"Caradja, 1920",species,,Stenolechia,,sagittella,,141,,,ICZN,,,
186,186,Gelechia praedicata,"Meyrick, 1923",species,,Gelechia,,praedicata,,142,,,ICZN,,,
187,187,Telphusa tribolopis,"Meyrick, 1927",species,,Telphusa,,tribolopis,,143,,,ICZN,,,
188,189,Altenia modesta,"(Danilevsky, 1955)",species,,Altenia,,modesta,,,,,ICZN,,,
189,189,Teleia modesta,"Danilevsky, 1955",species,,Teleia,,modesta,,144,,,ICZN,,,
190,191,Altenia perspersella,"(Wocke, 1862)",species,,Altenia,,perspersella,,,,,ICZN,,,
191,191,Gelechia perspersella,"Wocke, 1862",species,,Gelechia,,perspersella,,145,,,ICZN,,,
192,192,Gelechia perspercella,"Sparre Schneider, 1893",species,,Gelechia,,perspercella,,146,,,ICZN,,,
193,193,Teleia empetrella,"Karvonen, 1932",species,,Teleia,,empetrella,,147,,,ICZN,,,
194,195,Altenia scriptella,"(Hübner, 1796)",species,,Altenia,,scriptella,,,,,ICZN,,,
195,195,Tinea scriptella,"Hübner, 1796",species,,Tinea,,scriptella,,148,,,ICZN,,,
196,197,Altenia wagneriella,"(Rebel, 1926)",species,,Altenia,,wagneriella,,,,,ICZN,,,
197,197,Gelechia wagneriella,"Rebel, 1926",species,,Gelechia,,wagneriella,,149,,,ICZN,,,
198,198,Klaussattleria danilevskyi,"Piskunov, 1973",species,,Klaussattleria,,danilevskyi,,150,,,ICZN,,,
199,199,Amblypalpis,"Ragonot, 1886",genus,Amblypalpis,,,,,151,,,ICZN,,,
200,200,Amblopalpa,"Marikovskii, 1977",genus,Amblopalpa,,,,,152,,,ICZN,,,
201,201,Amblypalpis olivierella,"Ragonot, 1886",species,,Amblypalpis,,olivierella,,153,,,ICZN,,,
202,202,Amblypalpis tamaricella,"Danilevsky, 1955",species,,Amblypalpis,,tamaricella,,154,,,ICZN,,,
203,203,Amblopalpa kasachstanica,"Marikovskii, 1977",species,,Amblopalpa,,kasachstanica,,155,,,ICZN,,,
204,204,Amblyphylla,"Janse, 1960",genus,Amblyphylla,,,,,156,,,ICZN,,,
205,206,Amblyphylla loxosaris,"(Meyrick, 1918)",species,,Amblyphylla,,loxosaris,,157,,,ICZN,,,
206,206,Chelaria loxosaris,"Meyrick, 1918",species,,Chelaria,,loxosaris,,158,,,ICZN,,,
207,207,Amblyphylla lophozancla,"Janse, 1960",species,,Amblyphylla,,lophozancla,,159,,,ICZN,,,
208,208,Anacampsis,"Curtis, 1827",genus,Anacampsis,,,,,160,,,ICZN,,,
209,209,Anacompsis,"Desmarest, 1857",genus,Anacompsis,,,,,161,,,ICZN,,,
210,210,Tachyptilia,"Heinemann, 1870",genus,Tachyptilia,,,,,162,,,ICZN,,,
211,211,Tuchyptilia,"Kirby, 1871",genus,Tuchyptilia,,,,,163,,,ICZN,,,
212,212,Tachiptilia,"Chambers, 1878",genus,Tachiptilia,,,,,164,,,ICZN,,,
213,213,Trachyptila,"Sand, [1879]",genus,Trachyptila,,,,,165,,,ICZN,,,
214,214,Tachyptilix,"Hartmann, 1880",genus,Tachyptilix,,,,,166,,,ICZN,,,
215,215,Agriastis,"Meyrick, 1914",genus,Agriastis,,,,,167,,,ICZN,,,
216,216,Tachyptylia,"Turati, 1915",genus,Tachyptylia,,,,,168,,,ICZN,,,
217,217,Agriastsi,"Busck, 1919",genus,Agriastsi,,,,,169,,,ICZN,,,
218,218,Tachoptilia,"Daltry, 1926",genus,Tachoptilia,,,,,170,,,ICZN,,,
219,219,Tachystilia,"Bentinck, 1934",genus,Tachystilia,,,,,171,,,ICZN,,,
220,220,Trachyphilia,"Marchand, 1947",genus,Trachyphilia,,,,,172,,,ICZN,,,
221,221,Trachyptilia,"Marchand, 1947",genus,Trachyptilia,,,,,173,,,ICZN,,,
222,222,Anacampsi,"Soffner, 1967",genus,Anacampsi,,,,,174,,,ICZN,,,
223,223,Anacampsis aedificata,"Meyrick, 1929",species,,Anacampsis,,aedificata,,175,,,ICZN,,,
224,225,Anacampsis agrimoniella,"(Clemens, 1860)",species,,Anacampsis,,agrimoniella,,,,,ICZN,,,
225,225,Gelechia agrimoniella,"Clemens, 1860",species,,Gelechia,,agrimoniella,,176,,,ICZN,,,
226,226,Gelechia aduncella,"Zeller, 1868",species,,Gelechia,,aduncella,,177,,,ICZN,,,
227,227,Gelechia aderucella,"Chambers, 1878",species,,Gelechia,,aderucella,,178,,,ICZN,,,
228,228,Gelechia aderusella,"Riley, 1891",species,,Gelechia,,aderusella,,179,,,ICZN,,,
229,230,Anacampsis anisogramma,"(Meyrick, 1927)",species,,Anacampsis,,anisogramma,,,,,ICZN,,"Not recorded in MINGA, Bucharest (Popescu-Gorj, 1992).",
230,230,Compsolechia anisogramma,"Meyrick, 1927",species,,Compsolechia,,anisogramma,,180,,,ICZN,,,
231,231,Anacampsis argyrothamniella,"Busck, 1900",species,,Anacampsis,,argyrothamniella,,181,,,ICZN,,,
232,233,Anacampsis blattariella,"(Hübner, 1796)",species,,Anacampsis,,blattariella,,,,,ICZN,,,
233,233,Tinea blattariella,"Hübner, 1796",species,,Tinea,,blattariella,,182,,,ICZN,,,
234,234,Tinea thapsiella,"Hübner, 1796",species,,Tinea,,thapsiella,,183,,,ICZN,,,
235,235,Tinea betulella,"Charpentier, 1821",species,,Tinea,,betulella,,184,,,ICZN,,,
236,236,Recurvaria blattariae,"Haworth, 1828",species,,Recurvaria,,blattariae,,185,,,ICZN,,,
237,237,Anacampsis populella var. atragriseella,"Bruand, [1851]",variety,,Anacampsis,,populella,atragriseella,186,,,ICZN,,,
238,238,Anacampsis betulinella,"Vári, 1941",species,,Anacampsis,,betulinella,,187,,,ICZN,,,
239,239,Anacampsis capyrodes,"Meyrick, 1922",species,,Anacampsis,,capyrodes,,188,,,ICZN,,,
240,241,Anacampsis cenelpis,"(Walsingham, 1911)",species,,Anacampsis,,cenelpis,,,,,ICZN,,,
241,241,Untomia cenelpis,"Walsingham, 1911",species,,Untomia,,cenelpis,,189,,,ICZN,,,
242,243,Anacampsis chlorodecta,"(Meyrick, 1932)",species,,Anacampsis,,chlorodecta,,190,,,ICZN,,,
243,243,Compsolechia chlorodecta,"Meyrick, 1932",species,,Compsolechia,,chlorodecta,,191,,,ICZN,,,
244,244,Anacampsis cistulata,"Meyrick, 1914",species,,Anacampsis,,cistulata,,192,,,ICZN,,,
245,246,Anacampsis comparanda,"(Meyrick, 1929)",species,,Anacampsis,,comparanda,,,,,ICZN,,,
246,246,Compsolechia comparanda,"Meyrick, 1929",species,,Compsolechia,,comparanda,,193,,,ICZN,,,
247,248,Anacampsis conclusella,"(Walker, 1864)",species,,Anacampsis,,conclusella,,,,,ICZN,,,
248,248,Gelechia conclusella,"Walker, 1864",species,,Gelechia,,conclusella,,194,,,ICZN,,,
249,249,Gelechia grissefasciella,"Chambers, 1875",species,,Gelechia,,grissefasciella,,195,,,ICZN,,,
250,250,Anacampsis conistica,"Walsingham, 1910",species,,Anacampsis,,conistica,,196,,,ICZN,,,
251,251,Anacampsis considerata,"Meyrick, 1922",species,,Anacampsis,,considerata,,197,,,ICZN,,,
252,253,Anacampsis consonella,"(Zeller, 1873)",species,,Anacampsis,,consonella,,,,,ICZN,,,
253,253,Gelechia (Tachyptilia) consonella,"Zeller, 1873",species,,Gelechia,Tachyptilia,consonella,,198,,,ICZN,,,
254,254,Gelechia quadrimaculella,"Chambers, 1874",species,,Gelechia,,quadrimaculella,,199,,,ICZN,,,
255,255,Gelechia ochreocostella,"Chambers, 1878",species,,Gelechia,,ochreocostella,,200,,,ICZN,,,
256,256,Anacampsis cornifer,"Walsingham, 1897",species,,Anacampsis,,cornifer,,201,,,ICZN,,,
257,257,Anacampsis cornifera,"Meyrick, 1925",species,,Anacampsis,,cornifera,,202,,,ICZN,,,
258,258,Anacampsis cosmia,"Meyrick, 1921",species,,Anacampsis,,cosmia,,203,,,ICZN,,,
259,259,Anacampsis coverdalella,"Kearfott, 1903",species,,Anacampsis,,coverdalella,,204,,,ICZN,,,
