ID,parentID,nameID,scrutinizer,scrutinizerDate,provisional,referenceID,extinct,temporalRangeEnd,lifezone,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,genus,uninomial,species,remarks
1,,1,,,false,,false,,,Animalia,Arthropoda,Insecta,,,,,,,Lepidoptera,,
2,1,2,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,,,,,,Gelechioidea,,
3,2,3,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,,,,,Gelechiidae,,
4,3,4,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,,,,Dichomeridinae,,
5,4,5,,,false,1,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,,Acompsia,,
11,5,11,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia antirrhinella,
13,5,13,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,Acompsia,,
14,13,14,,,false,8,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Acompsia) baldizzonei,
15,5,15,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia ballotellus,
18,13,18,,,false,11,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Acompsia) bidzilyai,
19,13,19,,,false,12,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Acompsia) caucasella,
20,5,20,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia cinerella,
26,5,26,,,false,18,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia delmastroella,
28,5,28,,,false,20,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia dimorpha,
29,13,29,,,false,21,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Acompsia) fibigeri,
30,5,30,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia maculosella,
32,5,32,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia minorella,
34,5,34,,,false,24,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia muellerrutzi,
35,13,35,,,false,25,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Acompsia) ponomarenkoae,
36,13,36,,,false,26,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Acompsia) pyrenaella,
37,13,37,,,false,27,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Acompsia) schepleri,
38,5,38,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia schmidtiellus,
45,5,45,,,false,34,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia subpunctella,
46,5,46,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,Telephila,,
47,46,47,,,false,35,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia (Telephila) syriella,
48,5,48,,,false,36,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia tenebrosella,
49,5,49,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Acompsia,,Acompsia tripunctella,
51,3,51,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,,,,Anacampsinae,,
52,51,52,,,false,38,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,,Acrophiletis,,
53,52,53,,,false,39,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Acrophiletis,,Acrophiletis cosmocrossa,
54,3,54,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,,,,Apatetrinae,,
55,54,55,,,false,40,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,,Acutitornus,,
56,55,56,,,false,41,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Acutitornus,,Acutitornus kalahariensis,
57,55,57,,,false,42,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Acutitornus,,Acutitornus leucostola,
58,55,58,,,false,43,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Acutitornus,,Acutitornus liebenbergi,
59,55,59,,,false,44,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Acutitornus,,Acutitornus munda,
60,55,60,,,false,45,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Acutitornus,,Acutitornus munroi,
61,55,61,,,false,46,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Acutitornus,,Acutitornus persectus,
62,3,62,,,false,47,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,,,,Adoxotricha,,
63,62,63,,,false,48,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,,,Adoxotricha,,Adoxotricha symbolistis,
64,3,64,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,,,,Gelechiinae,,
65,64,65,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,,,Litini,,
66,65,66,,,false,49,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,,Adrasteia,,
69,66,69,,,false,52,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Adrasteia,,Adrasteia alexandriacella,
72,64,72,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,,,Gelechiini,,
73,72,73,,,false,55,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gelechiini,,Adullamitis,,
75,73,75,,,false,57,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gelechiini,Adullamitis,,Adullamitis emancipata,
76,3,76,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,,,,Anomologinae,,
77,76,77,,,false,58,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anomologinae,,,Aerotypia,,
78,77,78,,,false,59,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anomologinae,,Aerotypia,,Aerotypia pleurotella,
79,65,79,,,false,60,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,,Afrotelphusa,,
80,79,80,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Afrotelphusa,,Afrotelphusa accensa,
82,51,82,,,false,62,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,,Agathactis,,
83,82,83,,,false,63,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Agathactis,,Agathactis toxocosma,
84,65,84,,,false,64,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,,Agnippe,,
89,84,89,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe abdita,
91,84,91,,,false,70,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe aequorea,
93,84,93,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe albidorsella,
97,84,97,,,false,75,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe aulonota,
99,84,99,,,false,77,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe biscolorella,
101,84,101,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe conjugella,
104,84,104,,,false,81,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe crinella,
105,84,105,,,false,82,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe deserta,
106,84,106,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe dichotoma,
108,84,108,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe echinulata,
110,84,110,,,false,85,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe echinuloides,
111,84,111,,,false,86,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe evippeella,
112,84,112,,,false,87,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe evippella,
114,84,114,,,false,89,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe fuscopulvella,
115,84,115,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe kuznetzovi,
118,84,118,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe laudatella,
120,84,120,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe leuconota,
123,84,123,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe lunaki,
126,84,126,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe miniscula,
128,84,128,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe novisyrictis,
130,84,130,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe omphalopa,
132,84,132,,,false,100,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe plumata,
134,84,134,,,false,102,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe postpallescens,
136,84,136,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe prunifoliella,
138,84,138,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe pseudolella,
141,84,141,,,false,107,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe scoteropis,
143,84,143,,,false,109,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe separatella,
145,84,145,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe syrictis,
147,84,147,,,false,112,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe turanica,
148,84,148,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe yongdengensis,
150,84,150,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Agnippe,,Agnippe zhouzhiensis,
152,64,152,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,,,Gnorimoschemini,,
153,152,153,,,false,115,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,,Agonochaetia,,
155,153,155,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia conspersa,
157,153,157,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia impunctella,
159,153,159,,,false,119,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia incredibilis,
160,153,160,,,false,120,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia intermedia,
161,153,161,,,false,121,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia lvovskyi,
162,153,162,,,false,122,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia quartana,
163,153,163,,,false,123,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia shawinigan,
164,153,164,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia terrestrella,
168,153,168,,,false,127,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschemini,Agonochaetia,,Agonochaetia tuvella,
169,4,169,,,false,128,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,,Allophlebia,,
170,169,170,,,false,129,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Dichomeridinae,,Allophlebia,,Allophlebia hemizancla,
171,65,171,,,false,130,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,,Allotelphusa,,
172,171,172,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Allotelphusa,,Allotelphusa lathridia,
175,51,175,,,false,133,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,,Alsodryas,,
176,175,176,,,false,134,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Alsodryas,,Alsodryas lactaria,
177,175,177,,,false,135,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Alsodryas,,Alsodryas prasinoptila,
178,65,178,,,false,136,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,,Altenia,,
179,178,179,,,false,137,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Altenia,,Altenia elsneriella,
180,178,180,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Altenia,,Altenia inscriptella,
182,178,182,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Altenia,,Altenia mersinella,
188,178,188,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Altenia,,Altenia modesta,
190,178,190,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Altenia,,Altenia perspersella,
194,178,194,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Altenia,,Altenia scriptella,
196,178,196,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Gelechiinae,Litini,Altenia,,Altenia wagneriella,
199,54,199,,,false,151,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,,Amblypalpis,,
201,199,201,,,false,153,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Amblypalpis,,Amblypalpis olivierella,
202,199,202,,,false,154,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Apatetrinae,,Amblypalpis,,Amblypalpis tamaricella,
204,51,204,,,false,156,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,,Amblyphylla,,
205,204,205,,,false,157,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Amblyphylla,,Amblyphylla loxosaris,
208,51,208,,,false,160,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,,Anacampsis,,
223,208,223,,,false,175,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis aedificata,
224,208,224,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis agrimoniella,
229,208,229,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis anisogramma,"Not recorded in MINGA, Bucharest (Popescu-Gorj, 1992)."
231,208,231,,,false,181,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis argyrothamniella,
232,208,232,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis blattariella,
239,208,239,,,false,188,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis capyrodes,
240,208,240,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis cenelpis,
242,208,242,,,false,190,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis chlorodecta,
244,208,244,,,false,192,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis cistulata,
245,208,245,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis comparanda,
247,208,247,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis conclusella,
250,208,250,,,false,196,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis conistica,
251,208,251,,,false,197,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis considerata,
252,208,252,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis consonella,
256,208,256,,,false,201,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis cornifer,
258,208,258,,,false,203,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis cosmia,
259,208,259,,,false,204,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis coverdalella,
260,208,260,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis crypticopa,
262,208,262,,,false,206,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis diplodelta,
263,208,263,,,false,207,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis flexiloqua,
264,208,264,,,false,208,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis fragariella,
265,208,265,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis fullonella,
272,208,272,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis fuscella,
274,208,274,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis hirsutella,
276,208,276,,,false,217,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis humilis,
277,208,277,,,false,218,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis idiocentra,
278,208,278,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis innocuella,
281,208,281,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis inquieta,
283,208,283,,,false,222,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis insularis,
284,208,284,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis karmeliella,
287,208,287,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis kearfottella,
290,208,290,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis lacteusochrella,
293,208,293,,,false,229,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis lagunculariella,
294,208,294,,,false,230,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis languens,
295,208,295,,,false,231,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis lapidella,
296,208,296,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis levipedella,
298,208,298,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis lignaria,
301,208,301,,,false,235,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis lithodelta,
302,208,302,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis lugens,
304,208,304,,,false,237,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis lupinella,
305,208,305,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis maculatella,
307,208,307,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,Tachyptilia,,
308,307,308,,,false,239,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis (Tachyptilia) malella,
309,208,309,,,false,,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,Compsolechia,,
310,309,310,,,false,240,false,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechioidea,Gelechiidae,Anacampsinae,,Anacampsis,,Anacampsis (Compsolechia) meibomiella,
