ID,nameID,remarks
2188,2188,"Lectotype ♂, BRITISH ISLES: England, Cheshire, New Brighton, vi. (Douglas) (slide no. 129, not traced), designated by Rutten & Karsholt 1998: 111 (Bryotropha). (BMNH)."
2189,2189,"Lectotype ♀, BRITISH ISLES: England, Dorset, Portland, vi.1888 (Richardson), designated by Rutten & Karsholt 1998: 111 (Bryotropha). (DCM, Dorchester)."
2190,2190,"Lectotype ?, FRANCE: Plouharnel, 31.v. (Joannis) (slide no. JN2026), designated by Karsholt & Rutten 2005: 139. (MNHN, Paris)."
2191,2191,"Lectotype ♂, FINLAND: Tvärminne, 5.vi.1921 (Kanerva) (preparation in glycerine), designated by Rutten & Karsholt 1998: 111 (Bryotropha). (ZMUH, Helsinki)."
2197,2197,"Type species: Calliprora pentagramma Meyrick, 1914, Trans. ent. Soc. Lond. 1914: 243, by original designation."
2207,2207,"Syntypes, 3, unspecified sex, USA: Texas (Chambers). (MCZ, Cambridge, Mass., no. 1545)."
2208,2208,"Lectotype ♀, USA: Texas, Forestburg, vii.1928 (unspecified) (slide no. 5857, Clarke), designated by Clarke 1969a: 390, pl. 194, figs 3-3c. (BMNH)."
2211,2211,"Type species: Canarischema fuerteventura Karsholt, 2017, in Landry & al. Zootaxa 4300(4): 473, figs 13-14, 16, 20, 22, 27, 28, 36, 42., by original designation. GELECHIINAE,"
2213,2213,"Type species: Carpatolechia dumitrescui Căpuşe, 1964, Ent. Tidskr. 85: 13, figs 1-4, by original designation."
2214,2214,"Type species: Gelechia fugitivella Zeller, 1839, Isis, Leipzig 1839: 200, by original designation."
2217,2217,"Holotype ♀, RUSSIAN FEDERATION: S Russia, Volgograd, Krasnoarmeysk ('Sarepta'), 16.vi.1860 (Christoph) (slide no. 20720). (BMNH)."
2219,2219,"Lectotype ♂, POLAND: Zielona Góra, G?ogów ('Germany, Schlesien, Glogau'), 18.vi.1834 (Zeller) (slide no. 15417), to be designated. (BMNH)."
2220,2220,"Lectotype ♂, RUSSIAN FEDERATION: Tatarstan, Kazan, viii. (Eversmann) (preparation no. 15653), designated by Piskunov 1988: 362. (ZIAN, St Petersburg)."
2223,2223,"Holotype ♂, KOREA: Gangwon, Mt Gyebang-san, 1000 m, 24.viii.1989 (Park). (CIS, Chuncheon)."
2225,2225,"Holotype ♂, KOREA: Gangwon, Hongcheon, Naemyun, 14.viii.1987 (Park) (slide no. 1868, Park). (CIS, Chuncheon)."
2228,2228,"Lectotype ♀, BRITISH ISLES: unspecified, designated by Sattler 1982: 20 (BMNH)."
2229,2229,"Lectotype ♀, POLAND: Zielona Góra, G?ogów ('Germany, Schlesien, Glogau') (Zeller) (slide no. 7113), designated by Sattler 1982: 20. (BMNH)."
2230,2230,"Syntypes, unspecified sex, BRITISH ISLES: England, Hampshire, New Forest nr Brockenhurst, ix. (Bentley). (Not traced ?)."
2234,2234,"Syntypes, unspecified sex, FRANCE: Dept. Doubs, Maison-Rouge, v. ?, ix. (Bruand). (Not traced ?)."
2236,2236,"Syntypes, unspecified sex, BRITISH ISLES: England, unspecified (Doubleday)."
2237,2237,"Syntypes, unspecified sex, UKRAINE: Radlówice gérne (Nowicki); Lúh in Rakowiec, vii-early viii. (Nowicki). (Not traced)."
2238,2238,"Lectotype ♂, GREECE: Akarnanía and Aitolía ('Acarnanien'), 13.xii.1862 (Krüper), designated by Sattler 1982: 20. (ZMHU, Berlin)."
2239,2239,"Lectotype ♂ [abdomen missing], SWITZERLAND: Valais ('Wallis') (Anderegg), to be designated. (BMNH)."
2242,2242,"Holotype ♂, MOROCCO: Ifrane, vii.1952 (Buckwell). (Coll. Buckwell)."
2243,2243,"Holotype ♂, ROMANIA: Transylvania, Harghitei mts, Cheile Vârghi?ului, cave no. 37-38 (Dumitrescu)(slide no. 292, Căpuşe). (Coll. Căpuşe, Bucharest)."
2245,2245,"Holotype ♂, KOREA: Gangwon, Chuncheon, 1.viii.1985 (Park) (slide no. 1878, Park). (CIS, Chuncheon)."
2248,2248,"Holotype ♂, KOREA: Gangwon, Chuncheon, 7.v.1989 (Park) (slide no. 1800, Park). (CIS, Chuncheon)."
2250,2250,"Syntypes, unspecified ♂, ♀, RUSSIAN FEDERATION: Kareliya, Jalguba, 24.vi.1863 (Tengström). (ZMUH, Helsinki ?)."
2252,2252,"Holotype ♂, RUSSIAN FEDERATION: S. Krasnoyarsk Territory, nr Minusinsk, Tagarskiy I., 19.vi.1924 (Filipjev). (ZIAN, St Petersburg)."
2254,2254,"Holotype ♂, KOREA: Gangwon, Yangyang, 1.vii.1987 (Park) (slide no. 1675, Park). (CIS, Chuncheon)."
2260,2260,"Lectotype ♂, GERMANY: Berlin (Zeller) (slide no. 7109), to be designated. (BMNH)."
2261,2261,"Syntypes, unspecified sex, FRANCE: Dept. Doubs, Maison-Rouge, vii. (Bruand). (Not traced ?)."
2263,2263,"Lectotype ♂, POLAND: Zielona Góra, G?ogów ('Germany, Schlesien, Glogau'), vi-vii., on elm trunks (Zeller) (slide no. 7165), to be designated. (BMNH)."
2265,2265,"Holotype ♂, UKRAINE: Kharkiv Oblast, Kup'yans'k, 12.vii.1969 (Piskunov) (preparation no. 11772). (ZIAN, St Petersburg)."
2267,2267,"Holotype ?, MONGOLIA: E Gobi aimak, Nomt-Ula, 30 km SSE of lake Shokoi-Nur, 4.viii.1971 (Kerzhner) (preparation no. 14778). (ZIAN, St Petersburg)."
2269,2269,"Holotype ♂, RUSSIAN FEDERATION: Primorskiy Kray, Ussuriyskiy District, Gornotajezhnoe, 26.vi.1982 (Omelko). (ZIAN, St Petersburg)."
2272,2272,"Holotype ♂, KOREA: Gyonggi, Gwanglung, 17.v.1988 (Park) (slide no. 1671, Park). (CIS, Chuncheon)."
2274,2274,"Holotype ♀, AUSTRIA: Burgenland, Hackelsberg, N of Neusiedlersee, ex Ulmus minor, em. 9.vi.1978 (Kasy) (slide no. 5890). (NHM, Vienna)."
2276,2276,"Holotype ♀ [abdomen missing], JAPAN: Hida, 23.vii.1922 (Issiki). (BMNH)."
2278,2278,"Holotype ♂, RUSSIAN FEDERATION: Primorskiy Kray, Pogranichnyi District, Barabash-Levada, 13.vii.1989 (Omelko). (ZIAN, St Petersburg)."
2280,2280,"Holotype ♂, KOREA: Gangwon, Mt Samak-san, 22.vi.1989 (Park). (CIS, Chuncheon)."
2283,2283,"Syntypes, unspecified sex, EUROPE: unspecified. (Not traced)."
2284,2284,"Syntypes, unspecified sex, GERMANY: Mecklenburg, Neustrelitz; Sachsen, Dresden; Weissenfels; Bayern, Regensburg, ex Salix, ix., em. v.; AUSTRIA: Niederösterreich/Steiermark, Semmering Pass ('Sömmering') (unspecified). (Not traced)."
2285,2285,"Holotype ♂, BELARUS: Minskaya Oblast, Myadelsk area, 2 km N of Lake Naroch, nr Naroch village, 18.vii.1970 (Piskunov) (preparation no. 11763). (ZIAN, St Petersburg)."
2287,2287,"Syntypes, unspecified sex, EUROPE: unspecified. (Not traced)."
2288,2288,"Syntype, 1, unspecified sex, BRITISH ISLES: unspecified (Haworth). (YM, York)."
2289,2289,"Syntypes, unspecified sex, FRANCE: Corsica, Corte area, vi. (Constant). (Not traced)."
2292,2292,"Holotype ♂, KOREA: Gyeongi, Suweon, 3.vi.1986 (Ahan) (slide no. 1670, Park). (CIS, Chuncheon)."
2295,2295,"Holotype ♂, KOREA: Gangwon, Chuncheon, 1.v.1989 (Park) (slide no. 1761, Park). (CIS, Chuncheon)."
2298,2298,"Holotype ♂, KOREA: Gangwon, Yangyang, 1.viii.1987 (Park) (slide no. 1942, Park). (CIS, Chuncheon)."
2299,2299,"Type species: Gelechia leucomelanella Zeller, 1839, Isis, Leipzig 1839: 198, by original designation. GELECHIINAE,"
2307,2307,"Holotype ♂, GERMANY: Bayern, Oberaudorf, bred 5.vii.1863 (Hofmann) (slide no. 7304). (BMNH)."
2309,2309,"Lectotype ♂, FRANCE: Alpes Dauphiné, ex shoots of Silene inflata, vii, em. viii. (Constant) (slide ???), designated by Viette 1951a: 340. (MNHN, Paris)."
2312,2312,"Lectotype ♂, ITALY: Friuli Venezia, Cave del Predil ('Raibl'), ex Alsine verna var. campestris, em. viii.1867 (Zeller) (slide no. 2769), designated by Huemer 1988b: 459. (BMNH)."
2313,2313,"Syntypes, unspecified sex, AUSTRIA: Vienna district, vii. (unspecified). (Not traced)."
2314,2314,"Holotype, unspecified sex, SWITZERLAND: Ober-Engadin, vii. (unspecified). (Not traced)."
2315,2315,"Syntypes, unspecified sex, BRITISH ISLES: England, Deal (Tutt). (Not traced)."
2316,2316,"Lectotype ♂, BRITISH ISLES: England, Lancashire, Lytham St Anne's, ex Cerastium semidecandrum (Threlfall), designated by Huemer 1988b: 460. (BMNH)."
2318,2318,"Lectotype ♂, FINLAND: Uusimaa, Bromarv ('Bromarf'), 21.vii.1921 (Fabritius), designated by Huemer & al. 2014: 100. (ZMUH, Helsinki)."
2319,2319,"Syntypes, 67, unspecified sex, GERMANY: Sachsen, nr Rachlau, ex Silene viscaria (Schütze). (Not traced)."
2322,2322,"Syntypes, unspecified sex, SWEDEN: Skåne, Saltvik; Kivik; Borgeby, ex stem of Dianthus arenarius, em. end of vii.1922. (Benander). (Not traced)."
2326,2326,"Lectotype ♀, BRITISH ISLES: England, ex Stellaria holostea (Stainton), designated by Huemer 1988b: 503. (BMNH)."
2327,2327,"Lectotype ♂, RUSSIAN FEDERATION: Tatarstan, Kazan (Eversmann), designated by Sinev & al. 2017: 378, pl. 2,. fig. 5. (ZIAN, St Petersburg)."
2329,2329,"Holotype ♂, INDIA: Kashmir, Srinagar, 5200 ft, vii.1923 (Fletcher) (slide no. 8310, Clarke). (BMNH)."
2332,2332,"Lectotype ♀, BRITISH ISLES: England, Kent, Deal, sandhills, 26.viii.1887 (Tutt), designated by Huemer 1988b: 508. (BMNH)."
2334,2334,"Holotype ♂, ITALY: Sardinia, Aritzo, 9.ix.1934 (Predota)(slide no. 502a, Klimesch). (NHM, Vienna)."
2336,2336,"Holotype ♂, NORTH AMERICA: unspecified (slide no. 9204). (BMNH)."
2337,2337,"Holotype ♀, RUSSIAN FEDERATION: Irkutskaya Oblast, Irkutsk, 30.vi.1869 (Erschoff) (slide no. 15651). (ZIAN, St Petersburg)."
2338,2338,"Syntypes, 2 ♀, POLAND; UKRAINE: Poland, Grudzi?dz, Jamy, 23.vii. (Toll); Ukraine, Zaleshchiki ('Zaleszczyki') (Toll). (ISEA, Krakow ?)."
2339,2339,"Lectotype ♀, FINLAND: N Helsinge, 16.viii.1933 (Nybom) (slide no. 2599, Karsholt), designated by Karsholt 1981: 267. (ZMUH, Helsinki)."
2341,2341,"Holotype ♀, BELARUS: Podberez'ye, 6 km N of Vitebsk, 5.viii.1971 (Piskunov). (ZIAN, St Petersburg)."
2345,2345,"Lectotype ♂, GERMANY: Rheinland-Pfalz, Mombacher Heide, larva vi., in stem gall on Silene nutans, em. mid-vii - mid-viii.1860 (Schmid), designated by Huemer 1988b: 478. (BMNH)."
2350,2350,"Holotype ♀ [not ♂], FRANCE: Alpes du Dauphiné, vii. (Constant). (Not traced)."
2351,2351,"Lectotype ♂, ITALY: Abruzzo, Gran Sasso, 25.vii.1935 (Fiori) (slide no. 516, Klimesch), designated by Huemer 1988b: 480. (ZSM, Munich)."
2357,2357,"Syntypes, unspecified sex, GERMANY: Sachsen, Dresden (Tischer). (Not traced)."
2359,2359,"Lectotype ♂, BRITISH ISLES: England, London, Lewisham, 5.viii.1849 (Stainton), designated by Huemer 1988b: 499. (BMNH)."
2360,2360,"Holotype ♂, BRITISH ISLES: England, Cumbria, Witherslack, ix.1896 (Hodgkinson) (slide no. 24614). (BMNH)."
2364,2364,"Lectotype ♂ [abdomen missing], BRITISH ISLES: unspecified (Haworth), designated by Ridout 1977: 38. (BMNH)."
2366,2366,"Lectotype ♂ [abdomen missing], BRITISH ISLES: England, Surrey, Haslemere, 1865 (Barrett), designated by Ridout 1977: 38. (BMNH)."
2369,2369,"Lectotype ♂, HUNGARY: Cserkút nr Pécs, ex Silene inflata gall, 12.vi, em. 25-29.vii.1937 (Klimesch), designated by Huemer 1988b: 476. (ZSM, Munich)."
2370,2370,"Lectotype ♂, MACEDONIA: Ohrid, Petrina Planina, 3-15.viii.1936 (Wolfschläger) (slide no. 13078), designated by Huemer 1988b: 476. (NHM, Vienna)."
2371,2371,"Holotype ♂ [not ♀], HUNGARY: Budakeszi, Hársbokorhegy, 31.vii.1952 (Gozmány) (slide no. 86/367, Huemer). (TM, Budapest)."
2373,2373,"Lectotype ♀ [not ♂ as in Huemer] SWITZERLAND: unspecified, designated by Huemer 1988b: 501. (ZMHU, Berlin)."
2374,2374,"Lectotype ♀, ITALY: (unspecified) (slide no. 4219, Karsholt), designated by Huemer 1988b: 501. (ZMUC, Copenhagen)."
2377,2377,"Holotype ♀, ALGERIA: St Croix, below Mt Edough, 750 m, end of viii.1907 (Lesne) (slide unnumbered, Povolný). (MNHN, Paris)."
2379,2379,"Lectotype ♂, BRITISH ISLES: England, viii. (Bouchard), designated by Huemer 1988b: 511. (BMNH)."
2380,2380,"Holotype ♂ [not ♀], JAPAN: Kyushu, Hukuoka, v.1934 (Issiki) (slide no. 8270, Clarke). (BMNH)."
2384,2384,"Lectotype ♂, AUSTRIA: Steiermark ('Styria'), Hochlantsch, 11.vii.1916 (Prohaska), designated by Huemer 1988b: 500. (NHM, Vienna)."
2386,2386,"Syntypes, unspecified sex, GERMANY: Niedersachsen, Hannover (Krösmann). (Not traced). As krösmanniella."
2389,2389,"Lectotype ♂, ITALY: Friuli, Alpi Giulie, Cave del Predil ('Raibl'), 25.vii.1867 (Zeller), designated by Huemer 1988b: 502. (BMNH)."
2390,2390,"Lectotype ♂, ITALY: Friuli, Alpi Giulie, Montasio ('Montasch'), em. ix.1951 (Pinker) (slide no. 174/75), designated by Povolný 1968a: 19, pl. 17, fig. 79 (‘Holotypus'), Huemer 1988b: 502. (NHM, Vienna)."
2393,2393,"Lectotype ♀, POLAND: Zielona Góra, G?ogów ('Germany, Schlesien, Glogau') (Zeller) (slide no. 7137), designated by Huemer 1988b: 484. (BMNH)."
2394,2394,"Lectotype ♀, POLAND: Zielona Góra, G?ogów ('Germany, Schlesien, Glogau')(Zeller) (slide no. 7137), designated by Huemer 1988b: 484. (BMNH)."
2396,2396,"Lectotype ♀, AUSTRIA: Nieder-Österreich ('Austria inf.'), Dürnstein, 14.viii.1936 (Klimesch) (unnumbered micro slide, on specimen pin), designated by Huemer 1988b: 486. (ZSM, Munich)."
2400,2400,"Lectotype ♂, BRITISH ISLES: England, Norfolk (Skrimshire), designated by Huemer 1988b: 493. (BMNH)."
2401,2401,"Lectotype ♂, POLAND: Zielona Góra, G?ogów ('Germany, Schlesien, Glogau') (Zeller) (slide no. 21316), designated by Karsholt 1981: 264. (BMNH)."
2404,2404,"Holotype ?, FRANCE: Haute Corse, Castifao, Piane, 310 m, 10.x.2012 (Varenne) (slide no. JN26303). (RCTV, Nice)."
2406,2406,"Lectotype ♂ [abdomen missing], PORTUGAL: Madeira Ids, Deserta Grande, vi.1855 (Wollaston), designated by Huemer 1988b: 494. (BMNH)."
2409,2409,"Lectotype ♂, AUSTRIA: Ober-Österreich ('Austria sup.'), Aschachtal, Zöherleiten, ex Moehringia muscosa, em. 19.vi.1941 (Klimesch) (slide no. 418, Klimesch), designated by Huemer 1988b: 514. (ZSM, Munich)."
2412,2412,"Lectotype ♂, FRANCE: Hautes Alpes, 2000 m, ex Alsine mucronata, em. 8.viii.1899 (Chrétien )(slide no. 528a, Klimesch), designated by Huemer 1988b: 482. (MNHN, Paris)."
2413,2413,"Lectotype ♂, SWITZERLAND: [Graubünden, Puschlavertal, Brusio,] Campascio, ex Alsine laricifolia, em. 18.vii.1935. (Thomann), designated by Huemer 1988b: 482. (NHM, Vienna)."
2419,2419,"Syntypes ♀, ?, SWITZERLAND: Graubünden, Unter-Engadin, Inn gorge between Martina ('Martinsbruck') and the 'Weinberg', 1000 m; Syntypes. larva v-vi. in spun shoots of Gypsophila repens, em. 20-29.vi.1925, 24.vi.-2.vii.1928 (Thomann). (TLMF, Innsbruck; BMNH). [Is the 'Weinberg' identical with Vinadi (46.57N 10.30E)?] A junior primary homonym of Lita ochraceella Chrétien, 1915; the objective replacement name is Lita oculatella Thomann, 1930."
2422,2422,"Lectotype ♀ [abdomen missing], EUROPE: unspecified (Heydenreich), designated by Huemer 1988b: 480. (BMNH)."
2423,2423,"Holotype ♂, ITALY: Alto Adige, Alpi Dolomitiche, Carbonin ('Schluderbach'), 20.vii.1876 (Mann) (slide no. 3488). (NHM, Vienna)."
2425,2425,"Lectotype ♀, AUSTRIA: Nieder-Österreich, Spitz an der Donau, Buchberg, 4.vii.1901 (Preissecker), designated by Huemer 1988b: 515. (NHM, Vienna)."
2426,2426,"Holotype ♀, SWEDEN: Norbotten, Nordanskär, 1.viii.1946 (Palm). (MZU, Lund ?)."
2428,2428,"Lectotype ♂, GERMANY: Thüringen, Kyffhäuser, Alter Stolberg, larva vi. on Gypsophila fastigiata, em. 12.vii.1896 (Petry), designated by Huemer 1988b: 471. (BMNH)."
2429,2429,"Lectotype ♂, SWITZERLAND: Wallis, Binn, ex Alsine, em. 5.viii.1905 (Müller-Rutz) (slide no. 1815), designated by Huemer 1988b: 471. (NHM, Vienna)."
2430,2430,"Lectotype ♂, FRANCE: Hautes-Alpes, Briançon, Croix de Toulouse, ex Gypsophila repens, viii., em. 5.ix.1896 (Chrétien) (slide no. 91/238, Huemer), designated by Huemer & Luquet 1992: 30, 35. (MNHN, Paris)."
2431,2431,"Lectotype ?, SWEDEN: Vickleby, em. 14.vii.1929 (Benander) (slide no. 156, Hering, not traced), designated by Huemer 1988b: 471. (ZMHU, Berlin)."
2433,2433,"Holotype ♂, USA: Kentucky, Carter County, Carter Caves State Park, ex Silene rotundifolia, em. 11.vi.1954 (Braun). (USNM ?). [not in Brown & al. 2004]"
2435,2435,"Lectotype ♂, FRANCE: Cannes, ex Silene nicaeensis, 28.ii, em. 8.iv.1867 (Stainton), designated by Huemer 1988b: 481. (BMNH)."
2437,2437,"Lectotype ♀, BRITISH ISLES: unspecified (Haworth), designated by Huemer 1988b: 507. (BMNH)."
2439,2439,"Syntypes, unspecified sex, BRITISH ISLES: unspecified (unspecified). (Not traced)."
2440,2440,"Syntypes, unspecified sex, FRANCE: Alsace, 'sur les pruniers, les mirabelliers etc.' late vi-early vii. (Peyerimhoff). (MNHN, Paris ?)."
2442,2442,"Lectotype ♂, FINLAND: Oulu ('Uleåborg'), 13.vii.1843 (Nylander) (genitalia on celluloid strip), designated by Huemer 1988b: 495. (ZMUH, Helsinki)."
2444,2444,"Holotype ♂ [not ♀], CANADA: Nova Scotia (Redman) (slide no. 9207). (BMNH)."
2445,2445,"Syntypes, unspecified sex, LATVIA: Dubulti ('Dubbeln') (Teich). (Not traced)."
2446,2446,"Holotype ♂ [not ♀], JAPAN: Tokyo, 20.vii. [not viii.] 1932 (Issiki) (slide no. 8273, Clarke). (BMNH)."
2450,2450,"Lectotype ♂, ITALY: Friuli Venezia, Cave del Predil ('Raibl'), 15.vii.1867 (Zeller), designated by Huemer 1988b: 477. (BMNH)."
2451,2451,"Lectotype ♀, FRANCE: Basses Alpes, ex Silene saxifraga, em. 10.vii.1903 (Cousson), designated by Huemer 1988b: 477. (MNHN, Paris)."
2453,2453,"Lectotype ♂, RUSSIAN FEDERATION: S Russia, Volgograd, Krasnoarmeysk ('Sarepta'), 22.vii.1868 (Christoph), designated by Huemer 1988b: 488. (BMNH)."
2454,2454,"Holotype ♂, SYRIA: Damascus, airport area, 28.v.1965 (Povolný). (MM, Brno - LN, Karlsruhe!)."
2456,2456,"Syntypes, unspecified sex, SPAIN: Segovia, La Granja de San Ildefonso, ex Dianthus, v-vi., em. vii. (Chrétien). (MNHN, Paris)."
2457,2457,"Holotype ♂, SPAIN: Pyrénées, Lerida, Bellver de Cerdaña, 900 m, 20.ix.1981 (Derra) (slide no. 82/248, Huemer). (Coll. Derra, Bamberg)."
2459,2459,"Syntypes, 1 ♂, 1 ♀, SWITZERLAND: Graubünden, Unterengadin, Remüs, 21.vii.1931; Landquart, 1.vii.1922 (Thomann). (Not traced)."
2461,2461,"Lectotype ♂, RUSSIAN FEDERATION: S Russia, Volgograd, Krasnoarmeysk ('Sarepta'), 22.vii.1868 (Christoph), designated by Huemer 1988b: 488. (BMNH)."
2463,2463,"Holotype ♀, PORTUGAL: Madeira, Funchal, 2600 ft, 8.iii.1902 (Eaton; Walsingham, no. 14290) (slide no. 7158). (BMNH)."
2464,2464,"Holotype ♂, CANARY ISLANDS: Gran Canaria, San Mateo, La Lechuza, 925 m, late iv.1903 (Lesne)(slide unnumbered, Povolný). (MNHN, Paris)."
2472,2472,"Lectotype ♂, TURKEY: Konya, Ak?ehir, 1200 m, 16-30.ix.1934 (Pfeiffer) (slide no. 13076), designated by Huemer 1988b: 497. (NHM, Vienna)."
2473,2473,"Holotype ♂, ITALY: Piemonte, Courmayeur, 5.viii.1917 (Walsingham) (slide no. 24414). (BMNH)."
2475,2475,"Lectotype ♂, TURKEY: Cappadocia, Kahramanmara? ('Marasch') 1925 (Caradja) (slide no. 9077, Clarke), designated by Clarke 1969b: 164 (‘type'). (BMNH)."
2477,2477,"Lectotype ♂, GERMANY: Sachsen, Dresden (Tischer) (slide no. 7142), designated by Huemer 1988b: 458. (BMNH)."
2479,2479,"Lectotype ♂, ITALY: Friuli Venezia, Cave del Predil ('Raibl'), 25.vi.1867 (Zeller) (slide no. 7131), designated by Huemer 1988b: 479. (BMNH)."
2483,2483,"Syntypes, unspecified sex, BRITISH ISLES: unspecified. (Not traced)."
2484,2484,"Lectotype ♀, BRITISH ISLES: unspecified (Haworth), designated by Huemer 1988b: 509. (BMNH)."
2485,2485,"Syntypes, unspecified sex, AUSTRIA: Vienna; GERMANY: Frankfurt/Main; (collectors unspecified). (Not traced)."
2487,2487,"Holotype ♀, ARMENIA: Yerewan ('Eriwan') (unspecified). (Not traced)."
2491,2491,"Lectotype ♀, BRITISH ISLES: Northern Ireland, nr Belfast (Jobson), designated by Sattler 1964c: 157. (BMNH)."
2492,2492,"Lectotype ♀, FRANCE: Hautes Alpes, La Grave, ex Cucubalus, em. 5.viii.1898 (Chrétien) (slide no. ?), designated by Huemer 1988b: 462. (MNHN, Paris)."
2497,2497,"Syntypes, unspecified sex, BRITISH ISLES: Scotland, Edinburgh, ex Lychnis viscaria, iv-v (Logan). (Not traced)."
2498,2498,"Syntypes, 2, unspecified sex, LATVIA: Salaspils ('Kurtenhof'), Kemeri ('Kemnern'), 27.vi., 2.vii. (Teich). (Not traced)."
2499,2499,"Type species: Catalexis tapinota Walsingham, 1909, Biologia cent.-am.(Zool.) Lepid.-Heterocera 4: 20, text-fig. 5, pl. 1, fig. 18, by original designation. SUBFAMILY UNASSIGNED."
2501,2501,"Type species: Catameces thiophara Turner, 1919, Proc. R. Soc. Qd 31: 122, by monotypy. SUBFAMILY UNASSIGNED."
2503,2503,"Syntypes, 5 ♂, ♀, AUSTRALIA: South Australia, Henley Beach, ix. (Lower). (SAMA, Adelaide)."
2504,2504,"Holotype ♀ [not ♂, abdomen missing], AUSTRALIA: Queensland, Adavale, iv.1907 (Turner). (ANIC, Canberra)."
2506,2506,"Type species: Colopteryx conchylidella O. Hofmann, 1898, Dt. ent. Z. Iris 10: 239, by monotypy."
2507,2507,"Type species: Colopteryx conchylidella O. Hofmann, 1898, Dt. ent. Z. Iris 10: 239, by monotypy."
2510,2510,"Holotype ♀, TURKEY: Ankara ('Angora'), 17.iv-8.vii.1895 (Escherich) (wing slide no. 1031). (BMNH)."
2514,2514,"Holotype ♂, UZBEKISTAN: Zhamansai, 140 km NW of Shafrikana, 23.iv.1966 (Falkovitsh). (ZIAN, St Petersburg)."
2516,2516,"Type species: Cathegesis vinitincta Walsingham, 1910, Biologia cent.-am. (Zool.) Lepid.-Heterocera 4: 27, text-fig. 7, by original designation."
2518,2518,"Holotype ♂, WEST INDIES: US Virgin Is, St Croix, 3.v.1894 (Hedemann) (slide no. 9315). (BMNH)."
2520,2520,"Holotype ♀ [not ♂], WEST INDIES: Lesser Antilles, Windward Is, St Vincent, windward side, v. (Smith; Walsingham, no. 65184) (slide no. 9316). (BMNH)."
2522,2522,"Type species: Doryphora gypsella Constant, 1893, Annls Soc. ent. Fr. 62: 396, pl. 11, fig. 6, by monotypy."
2524,2524,"Lectotype ♀ [abdomen missing], MOROCCO: Haut Atlas, Aroumd (‘Arround'), 5400 ft, v.1927 (Talbot), to be designated. (BMNH)."
2526,2526,"Lectotype ♂, RUSSIAN FEDERATION: S Russia, Volgograd, Krasnoarmeysk ('Sarepta') (Christoph) (slide no. St 647, Povolný), designated by Anikin & Zolotuhin 2017: 469, pl. 35, fig. 14. (ZMHU, Berlin)."
2529,2529,"Holotype ♂, HUNGARY: Budapest, Budafok, 29.vi.1918 (Uhryk) (slide no. 37). (TM, Budapest)."
2532,2532,"Lectotype ?, FRANCE: Alpes-Maritimes, hills of l'Estérel, ex gall in Aster acris, winter-spring, em. late v-late vi. (Constant), designated by Viette 1951a: 340 (‘type'). (MNHN, Paris)."
2534,2534,"Lectotype LECTOTYPE, RUSSIAN FEDERATION: S Russia, Volgograd, Krasnoarmeysk ('Sarepta'), vi-vii. (Christoph), here designated. (ZMHU, Berlin)."
2535,2535,"Holotype ♂, KAZAKHSTAN: Oz Inder ('Indersky salt-lake'), 22.vi.1907 (Bartel) (slide no. 9059, Clarke). (BMNH)."
2538,2538,"Syntypes, unspecified sex, TURKEY: Amasya ('Amasia'), vi. (Mann); ROMANIA: Mehadia, vi.1859 (Mann). (NHM, Vienna)."
2540,2540,"Syntype, 1 ♂ [not ♀] [left-hand forewing missing], RUSSIAN FEDERATION: Amur Oblast, Blagoveshchensk ('Blagowestchenk (Amoer rivier)'), 13.vii.[1877] (Hedemann). (RMNH, Leiden)."
2541,2541,"Type species: Cecidophaga tamaricicola Walsingham, 1911, Entomologist's mon. mag. 47: 190, by original designation. SUBFAMILY UNASSIGNED."
2546,2546,"Type species: Cerofrontia griseotincta Janse, 1951, Moths S. Afr. 5: 230, pl. 7, fig. 2, pl. 102, figs 1-3, 6, 7, pl. 110, fig. 7, pl. 112, fig. 8, by original designation."
2548,2548,"Type species: Chalcomima hoplodoxa Meyrick, 1929, Exot. Microlepid. 3: 507, by monotypy."
2550,2550,"Type species: Chaliniastis astrapaea Meyrick, 1904, Proc. Linn. Soc. N.S.W. 29: 302, by monotypy. SUBFAMILY UNASSIGNED."
2552,2552,"Type species: Zalithia rhodopetala Meyrick, 1922, Trans. ent. Soc. Lond. 1922: 102, by original designation."
2554,2554,"Lectotype ♂, BRAZIL: Amazonas, Parintins, x.1919 (Parish) (slide no. 6016, Clarke), designated by Clarke 1969a: 402, pl. 200, figs 2-2b. (BMNH)."
2556,2556,"Lectotype ♂, GUYANA ('BRITISH GUIANA'): Bartica, ii.1913 (Parish) (slide no. 6018, Clarke), designated by Clarke 1969a: 402, pl. 200, figs 3, 3a. (BMNH)."
2558,2558,"Holotype ♀ [not ♂] [head and abdomen missing], BRAZIL: Amazonas, Tefé‚ ('Ega') (Bates). (BMNH)."
2560,2560,"Holotype ♂ [not ♀], BRAZIL: Amazonas, Parintins, x.1919 (Parish) (slide no. 6021, Clarke). (BMNH)."
2562,2562,"Lectotype ♀, GUYANA ('BRITISH GUIANA'): Bartica, ii.1913 (Parish) (slide no. 6019, Clarke), designated by Clarke 1969a: 405, pl. 201, figs 2-2b. (BMNH)."
2564,2564,"Holotype ♂, BOLIVIA: Songo, 1907 (S.) (slide no. 6022, Clarke). (BMNH)."
