ID,nameID,remarks
6650,6650,"Type species: Aristotelia chromophanes Meyrick, 1938, in Caradja & Meyrick, Dt. ent.Z. Iris 53: 3, by original designation."
6652,6652,"Holotype ♂ [not ♀], CHINA: Yunnan, Yulong Snow Mountain (‘Yülingshan'), 3200 m, vii.1934 ([Ah You] Höne). (BMNH)."
6655,6655,"Lectotype ♂, RUSSIAN FEDERATION: Amur Oblast, Blagoveshchensk ('Blagowestchenk (Amoer)'), 15, 18.vii.[1877] (Hedemann) (slide no. 740, Sattler), to be designated. (RMNH, Leiden)."
6656,6656,"Lectotype ♂, RUSSIAN FEDERATION: E Siberia, Khabarovskiy Kray, Kazakevicha ('Kasakewitsch'), (Caradja) (slide no. 4083, Karsholt), designated by Popescu-Gorj 1992: 169. (MINGA, Bucharest)."
6657,6657,"Type species: Megacraspedus peracuta Meyrick, 1920, Ann. S. Afr. Mus. 17: 281, by original designation."
6659,6659,"Lectotype ♂ [left-hand hind wing missing], SOUTH AFRICA: Western Cape ('Cape Colony'), Great Winterhoek, Tulbagh, 4500 ft, xi.1916 (Lightfoot) (slide no. SAM 82, Janse), designated by Janse 1960: pl. 36, fig. f (‘H.T.'), pl. 56, fig. f (‘type'). (SAM, Cape Town)."
6660,6660,"Type species: Ischnophylla similicolor Janse, 1963, Moths S. Afr. 6: 247, figs, by original designation."
6662,6662,"Type species: Isembola diasticta Meyrick, 1926, Exot. Microlepid. 3: 271, by monotypy. ?."
6664,6664,"Type species: Isochasta paradesma Meyrick, 1886, Trans. N.Z. Inst. 18: 163, by monotypy. SUBFAMILY UNASSIGNED."
6665,6665,"Type species: Tsochasta paradesma Meyrick, 1885, N.Z. Jl Sci. Dunedin 2: 590, by monotypy."
6667,6667,"Holotype ?, NEW ZEALAND: South Island, Southland, Invercargill, 13.xii.1882 (Meyrick). (BMNH). 1886: 163."
6668,6668,"Type species: Tinea striatella [Denis & Schiffermüller], 1775, Ankündung syst. Werkes Schmett. Wienergegend: 135, by original designation."
6673,6673,"Holotype ♂, USA: New Jersey, Montclair (Kearfott) (slide no. 5618). (USNM, no. 6347)."
6676,6676,"Syntypes unspecified sex, GERMANY: unspecified, larva in torus of Anthemis tinctoria and Chrysanthemum corymbosum, adult vi-viii. (unspecified). (Not traced)."
6678,6678,"Lectotype ♂, USA: California, Siskiyou County, Mt Shasta, 2.viii-1.ix.1871 (Walsingham, no. 90680), to be designated. (BMNH)."
6681,6681,"Syntype, unspecified sex, USA: Texas, Waco (Belfrage). (MCZ, Cambridge, Mass., no. 1428)."
6685,6685,"Holotype ♀, USA: Colorado, Denver, Chimney Gulch, 13.vi.[not vii.]1898 (Dietz) (slide no. 5601). (USNM, no. 6346). The flight period of the holotype is given as vii in the original description."
6689,6689,"Lectotype ♂, FRANCE: Corsica, Corte area, vi. (Constant), designated by Viette 1951a: 341 (‘type'). (MNHN, Paris)."
6691,6691,"Lectotype ♂, ITALY: Toscana, v.1846 (Mann) (slide no. 7107), to be designated. (BMNH)."
6692,6692,"Holotype ♀ (DEI, Müncheberg), TUNISIA: Tunis, vi.1911 (Dannehl)."
6693,6693,"Lectotype ♂, LIBYA: Cyrenaica, Bangh?zi ('Bengasi'), 18.iii.1922 (Krüger), to be designated. (BMNH)."
6697,6697,"Lectotype ♀, ITALY: Toscana, Pisa, 20.v.1846 (Mann) (slide no. 7095), to be designated. (BMNH)."
6699,6699,"Lectotype ♀, MOROCCO: Tanger (Vaucher), to be designated. (BMNH)."
6701,6701,"Holotype ?, FRANCE: Pyrénées-Orientales, C anet-en-Roussillon, plage, 2 m, 19.v.2007 (Varenne) (slide no. JN34029). (RCTV, Nice)."
6703,6703,"Lectotype ?, ISRAEL/PALESTINE: Jerusalem, Kirjat-Anawim, 28.ii.1930 (Amsel) (slide no. 5808), designated by Povolný 1983b: 146. (LN, Karlsruhe)."
6705,6705,"Holotype ♂, USA: Colorado (unspecified) (slide no. 5598). (USNM, no. 6345)."
6708,6708,"Syntypes, unspecified sex, [SPAIN: (Lederer)]. (Not traced)."
6709,6709,"Lectotype ♀, ALGERIA: Batna, Tazoult Lambése ('Lambessa') ([Bethune-]Baker) (slide no. 7096), to be designated. (BMNH)."
6711,6711,"Holotype ♀, USA: California, Los Angeles County, vii. (?Riley; Walsingham, no. 32580) (slide no. 9218). (BMNH)."
6714,6714,"Holotype, unspecified sex, TUNISIA: Oudiane, 15.v.1939 (Lucas). (MNHN, Paris)."
6716,6716,"Syntype, unspecified sex, USA: Texas, Waco (Belfrage). (MCZ, Cambridge, Mass., no. 1561)."
6720,6720,"Syntypes, 2 unspecified sex, USA: Texas, Waco, viii. (Belfrage). (MCZ, Cambridge, Mass., no. 1562)."
6722,6722,"Holotype ♀, USA: Arizona, Bright Angel (Barber) (slide no. 5602). (USNM, no. 9891)."
6724,6724,"Lectotype ♀, FRANCE: Aude, Bize, ex Anacyclus clavatus, 19.vi.1910 (Chrétien) (slide no. 1568, JN), designated by Nel 1995a: 180. (MNHN, Paris)."
6725,6725,"Holotype ♀, SPAIN: Burgos, Estepar, 2800 ft, vi. (Agenjo). (BMNH)."
6727,6727,"Holotype ?, USA: Texas, Liberty, ex Helianthus mollis, em. ix.1923 [17.ix-24.x.1923] (Bottimer). (USNM, no. 27334)."
6729,6729,"Lectotype ♂, USA: California, Colusa County, Bear Valley, 27.vi.1871 (Walsingham, no. 90685) (slide no. 9214), to be designated. (BMNH)."
6731,6731,"Syntypes, unspecified sex, USA: Kentucky, viii. (Chambers). (Not traced)."
6733,6733,"Lectotype ♀, USA: Texas, 16.viii. (Belfrage) (slide no. 7281 [not 9217]), designated by"
6738,6738,"Syntypes, unspecified sex, AUSTRIA: Vienna district (Denis & Schiffermüller). (Lost)."
6739,6739,"Syntypes, unspecified sex, GERMANY: Bayern, larva in flowers of Tanacetum ('Rainfarrn'), adult vii. (Schrank). (Not traced)."
6740,6740,"Lectotype ?, ALGERIA: Batna, Tazoult Lambése, 1900 (Korb), designated by Popescu-Gorj 1992: 174. (MINGA, Bucharest)."
6742,6742,"Lectotype ♀, USA: California, Mendocino County, head of Dry Creek, 24.v.1871 (Walsingham, no. 90783) (slide no. 9217), to be designated. (BMNH)."
6744,6744,"Lectotype ♂ [left-hand wings missing], USA: Texas, Waco (Belfrage) (slide no. 3314, Hodges), designated by Miller & Hodges 1990: 66. (MCZ, Cambridge, Mass., no. 1556)."
6747,6747,"Type species: Istrianis crauropa Meyrick, 1918, Exot. Microlepid. 2: 130, by monotypy. GELECHIINAE,"
6749,6749,"Type species: Pseudoteleia squamodorella Amsel, 1935, Mitt. zool. Mus. Berl. 20: 299, pl. 11, figs 104-106, pl. 18, figs 73-76, by monotypy."
6751,6751,"Lectotype ?, ALGERIA: Biskra, 25.v.1907 (Chrétien), designated by Popescu-Gorj 1992: 165. (MINGA, Bucharest)."
6752,6752,"Lectotype ♂, TUNISIA: Tunis, vi.1926 (Lucas) (slide no. 374c, Sattler), designated by Bidzilya & Karsholt 2015: 412 (‘Holotype'). (MNHN, Paris)."
6755,6755,"Syntypes, unspecified sex, ITALY: Palermo, ex galls on Tamarix, 1858 (Mann); TURKEY, Bursa ('Brussa'), ex galls on Tamarix, 1863 (Mann). (NHM, Vienna)."
6760,6760,"Lectotype ♂, ITALY: Sicily, Valdesi, 1874 (Kalchberg) (slide no. 96/579, Huemer), designated by Huemer & Karsholt 1999: 83. (ZMHU, Berlin)."
6761,6761,"Lectotype ♂, TURKEY: Taurus mts, Gülek Bo?az? ('Külek') (Lederer) (slide no. 96/578, Huemer), designated by Huemer & Karsholt 1999: 83. (ZMHU, Berlin)."
6762,6762,"Lectotype ♀, CROATIA: Dalmatia, Gruž ('Gravosa'), 24.ix.1935 (Reisser), designated by Huemer & Karsholt 1999: 83. (NHM, Vienna)."
6763,6763,"Lectotype ♀ [not ♂], CROATIA: Dalmatia, Gruž ('Gravosa'), mid-late v.1933 (Klimesch), designated by Huemer & Karsholt 1999: 84. (NHM, Vienna)."
6764,6764,"Holotype ♀, MACEDONIA: Ohrid ('Ochrid'), 12-24.vi.1939 (Lunak). (NHM, Vienna)."
6771,6771,"Lectotype ♂, GERMANY: Baden-Württemberg, Lahr (Reutti) (slide no. 7302), designated by Bidzilya & Karsholt 2015: 408. (BMNH)."
6775,6775,"Holotype ♂, IRAN: Khuzistan, Shadegan, 1-10.iv.1956 (Richter). (SMN, Stuttgart)."
6781,6781,"Lectotype ♂, PALESTINE: Jericho, Jordan bridge, ex Populus euphratica, em. 17.vii.1930 (Amsel) (slide no. 26/11, Bidzilya), designated by Bidzilya & Karsholt 2015: 436, fig. 40. (LN, Karlsruhe)."
6785,6785,"Lectotype ♂, INDIA: Orissa, Puri, ex Desmodium, bred vi.1934 (C.) (slide no. 8269, Clarke), designated by Clarke 1969b: 440, pl. 220, figs 3-3b. (BMNH)."
6787,6787,"Lectotype ♂, EGYPT: Ramleh nr Alexandria, ex gall of Cecidomyia tamaricis on Tamarix articulata, em. viii.1880 (Rogenhofer) (slide no. 15334), designated by Huemer & Karsholt 1999: 83. (NHM, Vienna)."
6789,6789,"Type species: Iulota ithyxyla Meyrick, 1904, Proc. Linn. Soc. N.S.W. 29: 283, by original designation."
6792,6792,"Syntypes, 2 ♂, AUSTRALIA: Tasmania, Strahan, 24.i.1934 (Turner). (ANIC, Canberra)."
6794,6794,"Syntypes, 8 ♂, ♀, AUSTRALIA: Tasmania, Strahan, ii. (Turner). (ANIC, Canberra)."
6796,6796,"Syntypes, 2 ♂, AUSTRALIA: New South Wales, Mt Kosciusko, nr 'Pretty Point', 5000-6000 ft, i. (Turner). (ANIC, Canberra)."
6798,6798,"Holotype ?, AUSTRALIA: South Australia, Parkside, iii. (Lower). (SAMA, Adelaide)."
6803,6803,"Syntypes, 5 ♂, ♀, AUSTRALIA: New South Wales, Mt Kosciusko, nr hotel, 5000 ft, 20, 27.i.1914 (Turner). (ANIC, Canberra)."
6806,6806,"Type species: Ivanauskiella turkmenica Ivinskis & Piskunov, 1980 Liet. TSR Mokslu Akad. Darb. (C)90: 25, fig. 1, by original designation.  APATETRINAE ?"
6808,6808,"Lectotype ♂, ALGERIA: Biskra, 21.iv.1890 (unspecified) (slide no. 9056, Clarke), designated by Clarke 1969a: 302, pl. 150, figs 1-1b (‘type'). (BMNH)."
6809,6809,"Holotype ♂, TURKMENISTAN: Kushka, 26.iv.1974 (Ivinskis) (preparation no. 14809). (ZIAN, St Petersburg)."
6811,6811,"Type species: Iwaruna heringi Gozmány, 1957, Acta zool. hung. 3: 126, figs 6A-C, by original designation."
6813,6813,"Lectotype ♂, GERMANY: (unspecified), designated by Joannis 1915: 118 (‘type'). (MNHN, Paris)."
6817,6817,"Lectotype ♂, CANARY ISLANDS: Tenerife, Orotava, 30.iv.1895 (Hedemann), to be designated. (MINGA, Bucharest)."
6820,6820,"Type species: Karwandania chimabacchella Amsel, 1959, Stuttg. Beitr. Naturk. 28: 31, pl. 2, fig. 2, pl. 5, fig. 3, by original designation. SUBFAMILY UNASSIGNED."
6822,6822,"Type species: Phthorimaea lycopersicella Busck, 1928, Proc. Hawaii. ent. Soc. 7: 171, figs 3, 6, 7, by original designation. GELECHIINAE,"
6823,6823,"Type species: Gelechia glochinella Zeller, 1873, Verh. zool.-bot. Ges. Wien 23(Abh.): 263, pl. 3, fig. 18, by original designation."
6825,6825,"Holotype ♂, USA: California, Alpine County, E of Ebbetts Pass, 9000 ft, ex Solanum xantii, 20.viii., em. 7.ix. (Keifer). (CAS, San Francisco, no. 7231)."
6828,6828,"Lectotype ♂, BRAZIL: Amazonas, Obidos, viii.1919 (Parish) (slide no.5664, Clarke), designated by Clarke 1969a: 281, pl. 139, figs 2-2c. (BMNH)."
6833,6833,"Holotype ♂, USA: California, Marin County, Phoenix Lake, ex Solanum xantii, em. 2.v.1936 (Keifer). (CAS, San Francisco, no. 4195)."
6836,6836,"Holotype ♂, USA: Illinois, Mason County, Sand Ridge State Forest, larva 16.viii. mining Physalis heterophylla var. ambigua, em. 7.ix.1982 (Gross). (USNM)."
6838,6838,"Lectotype ♂, USA: Texas, Bosque County, 16.vii.1876 (Belfrage) (slide no. 7277), designated by Hodges 1969a: 36. (BMNH)."
6839,6839,"Holotype ♂, USA: Texas, Brownsville, ex Solanum melongena, em. 10.vi.1944 (Heinrich). (USNM, no. 57687)."
6842,6842,"Holotype ♂, WEST INDIES: US Virgin Islands ('Danish West Indies'), St Thomas, ex Solanum, em. 24.iii.1894 (Hedemann) (slide no. 9370). (BMNH)."
6846,6846,"Lectotype ♀, USA: unspecified, [probably Missouri, St Louis, Kirkwood] 8.vi.1881 (Murtfeldt) (slide no. AB Oct. 30, 1927), designated by Hodges 1969a: 36. (USNM)."
6848,6848,"Holotype ♀, ARGENTINA: Chubut, Tecka, Corcovado, 17.ii.1979 (MCD, station no. 47) (slide no. DK 0279, Povolný). (ZMUC, Copenhagen)."
6851,6851,"Lectotype ♂ [not ♀], WEST INDIES: US Virgin Islands, St Croix, ex Lycopersicum, em. 3.v.1894 (Gudmann) (slide no. 9223), designated by Povolný 1979b: fig. 1. (BMNH). The specimen is labelled as holotype; should be relabelled as lectotype."
6852,6852,"Lectotype ♂, PERU: Lima, viii.1914 (Parish) (slide no. 5827, Clarke), designated by Clarke 1969b: 216, pl. 108, figs 2-2b. (BMNH)."
6853,6853,"Syntypes, 10 ♂, ♀, USA: Hawaiian Islands, Oahu, ex tomato, ii, iii, viii. (Swezey). (USNM, no. 40856, not in Brown & al. 2004)."
6858,6858,"Holotype ♀, PERU: Dept. Lima, 36: 10 km E of Imperial, 150 m, 8.iii.1987 (Karsholt) (slide no. Dk 0951, Povolný). (ZMUC, Copenhagen)."
6859,6859,"Type species: Gelechia panaula Meyrick, 1909, Ann. S. Afr. Mus. 5: 370, by original designation. SUBFAMILY UNASSIGNED."
6861,6861,"Holotype ♂, SOUTH AFRICA: Western Cape, Kalkbaai (‘Cape Colony, Kalk Bay'), ii.1895 (slide no. SAM 95, Janse). (SAM, Cape Town)."
6862,6862,"Holotype ♂, SOUTH AFRICA: Western Cape ('Cape Province'), Rondebosch, 1915 (Penfold) (slide no. SAM 65, Janse). (SAM, Cape Town)."
6864,6864,"Holotype ♂, SOUTH AFRICA: Western Cape (‘Cape Province'), Van Rhyn's Pass ('Van Rijn's dorp Pass'), 4-5.xi.1923 (Van Son) (slide no. 5707, Janse). (TM, Pretoria)."
6866,6866,"Holotype ♀, SOUTH AFRICA: Western Cape ('Cape Colony'), Cape Town (Lightfoot) (slide no. SAM 89, Janse). (SAM, Cape Town)."
6867,6867,"Holotype ♂, SOUTH AFRICA: Western Cape, Kalkbaai ('Cape Province, Cape Town, Kalk Bay'), i.1921 (Robertson) (slide no. SAM 64, Janse). (SAM, Cape Town)."
6870,6870,"Holotype ♂, SOUTH AFRICA: Western Cape (‘Cape Province'), Cape Town, Kirstenbosch, 5-29.xii.1954 (Janse). (TM, Pretoria)."
6871,6871,"Type species: Kiwaia jeanae Philpott, 1930, Rec. Canterbury Mus. 3: 249, by original designation. GELECHIINAE,"
6872,6872,"Type species: Kiwaia jeanae Philpott, 1930, Rec. Canterbury Mus. 3: 249, by original designation. GELECHIINAE, GNORIMOSCHEMINI"
6873,6873,"Type species: Gelechia cheradias Meyrick, 1909, Trans. N.Z. Inst. 41: 12, by original designation."
6875,6875,"Lectotype ♂, NEW ZEALAND: South Island, Nelson, Mount Arthur, 4000 ft, 15.i.1886 (Meyrick), designated by Dugdale 1988: 81. (BMNH)."
6877,6877,"Holotype ♂, NEW ZEALAND: South Island, Mid Canterbury, Christchurch, [Port Hills], 24.ii.1882 (Meyrick) (slide no. 16620). (BMNH). 1886: 166 [key], 168."
6879,6879,"Holotype ♂, NEW ZEALAND: South Island, Westland, Waiho Gorge (Clarke). (Not traced)."
6881,6881,"Holotype ♂, NEW ZEALAND: South Island, Fiordland, Lake Manapouri, Hunter Mountains, Flat Top Mountain, 4000 ft, 28.xii.1928 (Clarke). (AMNZ, Auckland)."
6883,6883,"Lectotype ♂, NEW ZEALAND: South Island, Southland, Invercargill, xii.1906 (Philpott) (slide no. 16621), designated by Dugdale 1988: 81. (BMNH)."
6885,6885,"Holotype ♂, NEW ZEALAND: South Island, Westland, Waiho Gorge, 17.i.1925 (Clarke). (AMNZ, Auckland)."
6887,6887,"Holotype ♂, NEW ZEALAND: South Island, Otago Lakes, Lake Wakatipu, Paradise, 1.i.1920 (Fenwick). (NMNZ, Wellington)."
6889,6889,"Holotype ♂, NEW ZEALAND: South Island, Mid Canterbury, Porter River, 15.xi.1929 (Lindsay). (CMNZ, Christchurch)."
6891,6891,"Lectotype ♂, NEW ZEALAND: South Island, Southland, Invercargill, 15.xi.1908 (Philpott), designated by Dugdale 1988: 82. (BMNH)."
6893,6893,"Lectotype ♂, NEW ZEALAND: North Island, Taupo, Mount Ruapehu, 4000 ft, i.1922 (Hudson), designated by Dugdale 1988: 82. (BMNH)."
6895,6895,"Lectotype ♀, NEW ZEALAND: South Island, Mid Canterbury, Christchurch, 19.xii. (Fereday), designated by Dugdale 1988: 82. (CMNZ, Christchurch)."
6899,6899,"Lectotype ♂, NEW ZEALAND: North Island, Taupo, Mount Ruapeho, 4000 ft, i.1922 (Hudson), designated by Dugdale 1988: 82. (BMNH)."
6901,6901,"Holotype ♂, NEW ZEALAND: South Island, Mackenzie, Lake Pukaki, 29.xii.1928 (Philpott). (NZAC, Auckland)."
6903,6903,"Holotype ♂ [abdomen missing], NEW ZEALAND: South Island, North Canterbury/Westland, Arthur's Pass, 2500 ft, 23.i.1883 (Meyrick). (BMNH)."
6905,6905,"Holotype ♂, NEW ZEALAND: South Island, Southland, New River, 11.x.1915 (Philpott) (slide no. Au21, Povolný). (NZAC, Auckland)."
6907,6907,"Lectotype ♂, NEW ZEALAND: North Island, Wellington, 30.xii.1879 (Meyrick), designated by Dugdale 1988: 82. (BMNH). 1886: 166 [key], 169."
6909,6909,"Holotype ♂, NEW ZEALAND: South Island, Nelson, Cobb Valley (Philpott). (NZAC, Auckland)."
6911,6911,"Lectotype ♂, NEW ZEALAND: South Island, Mid Canterbury, Bealey River, 30.i.1883 (Meyrick), designated by Dugdale 1988: 82. (BMNH). 1886: 166 [key], 168 (Kiwaia)."
6913,6913,"Holotype ♂, NEW ZEALAND: South Island, Fiordland, Lake Manapouri, Hope Arm, 7.i.1923 (Clarke). (AMNZ, Auckland)."
6915,6915,"Lectotype ♂, NEW ZEALAND: South Island, North Canterbury/Westland, Arthur's Pass, 23.i.1883 (Meyrick), designated by Dugdale 1988: 82. (BMNH). 1886: 166 [key], 169."
6917,6917,"Lectotype ♂, NEW ZEALAND: South Island, Westland, Otira River, xii.1914 (Hudson) (slide no. 16622), designated by opjochalca 1988: 82. (BMNH)."
6919,6919,"Holotype ♂, NEW ZEALAND: South Island, Mid Canterbury, Yaldhurst, 25.iii.1928 (Lindsay). (CMNZ, Christchurch)."
6921,6921,"Lectotype ♂, NEW ZEALAND: South Island, Mid Canterbury, Bealey River [bed], 21.i.1883 (Meyrick), designated by Dugdale 1988: 83. (BMNH). 1886: 166 [key], 168."
6923,6923,"Lectotype ♂, NEW ZEALAND: South Island, Mid Canterbury, Christchurch, 5.ii.1883 (Meyrick), designated by Dugdale 1988: 83. (BNMH). 1886: 166 [key], 167."
6924,6924,"Holotype ♂, NEW ZEALAND: South Island, Kaikoura, Hapuka River mouth, 11.xi.1924 (Lindsay) (slide no. Au25, Povolný). (CMNZ, Christchurch)."
6925,6925,"Holotype ♂, NEW ZEALAND: South Island, Mid Canterbury, Christchurch, Bottle Lake, 8.iii.[not ii. ?]1925 (Lindsay) (slide no. Au24, Povolný). (CMNZ, Christchurch)."
6926,6926,"Type species: Empista palaearctica Povolný, 1968, Ergeb. ForschUnternehmens Nepal Himalaya 3: 117, figs 1; 1-3, by monotypy. GELECHIINAE, GNORIMOSCHEMINI"
6930,6930,"Holotype ♂ [not ♀], INDIA: Sikkim, Karponang, 9000 ft, vi.1928 (Bailey) (slide no. 8252, Clarke). (BMNH)."
6933,6933,"Holotype ♂, NEPAL: Bagmati Zone, No. 1, West, Dhunche ('Dunche'), [1750 m] 30.v.1968 (Kumata) (slide no. Jp. 4835, Povolný) (Coll. Kumata). [Check with Kumata!] Confusio1n of type specimens see Bidz & Li 2016: 485 !"
6939,6939,"Holotype ?, NEPAL: Province no.3, East, Junbesi, 2750 m, 26-31.vii.1964 (Dierl) (slide no. 1092). (ZSM, Munich)."
6940,6940,"Holotype ?, NEPAL: Bagmati Zone, Palpa, Tukucha, 2600 m, 6.v.1968 (Kumata) (slide no. Jp. 4834, Povolný). (Coll. Kumata)."
6941,6941,"Holotype ?, NEPAL: Bagmati Zone, Palpa, Tukucha, 2600 m, 6.v.1968 (Kumata) (slide no. Jp. 4834, Povolný). (Coll. Kumata)."
6944,6944,"Holotype ♂, INDIA: Kumaon, Muktesar, 7000 ft, ix.1922 (Fletcher) (slide no. 8280, Clarke). (BMNH)."
6947,6947,"Holotype ♂, NEPAL: Bagmati Zone, Palpa, Tukucha, 2600 m, 6.v.1968 (Kumata) (slide no. Jp. 4833, Povolný). (Coll. Kumata)."
6949,6949,"Type species: Gelechia discontinuella Rebel, 1899, Verh. zool.-bot. Ges. Wien 49: 178, by original designation. GELECHIINAE,"
6952,6952,"Syntypes, 1 ♂, 1 ♀, ITALY: Trentino-Alto Adige, Madonna di Campiglio ('Campiglio'), vii.1897 (Rebel) (♂); Stilfserjoch, vii.1895 (Rebel) (♀).(NHM, Vienna)."
6954,6954,"Syntypes, unspecified sex, AUSTRIA: Niederösterreich, Mödling, v. (Kollar). (Not traced). The name kiningerella was variously attributed to Duponchel, [1843]: 456, pl. 85, fig. 5. (who in turn attributed it to Mann), and Herrich-Schäffer."
6955,6955,"Holotype ♂, SWEDEN: Norbotten, Karlsborg, 29.vii.1946 (Palm). (MZU, Lund)."
6958,6958,"Holotype ♂, SPAIN: Albarracin, 18-20.viii.1936 (Predota). (Coll. Hartig ?)."
6959,6959,"Type species: Lachnostola amphizeucta Meyrick, 1918, Ann. Transv. Mus. 6: 22, by monotypy. SUBFAMILY UNASSIGNED."
6962,6962,"Type species: Lacistodes tauropis Meyrick, 1921, Ann. Transv. Mus. 8: 92, by monotypy."
6966,6966,"Type species: Lanceopenna pseudogaleotis Janse, 1950, Moths S. Afr. 5: 125, figs, by original designation. SUBFAMILY UNASSIGNED."
6968,6968,"Lectotype ♂, SOUTH AFRICA: Mpumalanga, Barberton, 18.i.1911 (Janse), here designated. (TM, Pretoria)."
6970,6970,"Type species: Lanceoptera panochra Janse, 1960, Moths S. Afr. 6: 181, figs, by original designation."
6972,6972,"Type species: Onebala sophronistis Meyrick, 1918, Exot. Microlepid. 2: 112, by original designation. SUBFAMILY UNASSIGNED."
6974,6974,"Holotype ♀, INDIA: Karnataka, Uttara Kannada (‘Kanara'), Ganesh Gudi, 24.iv.1914 (Maxwell). (BMNH)."
6975,6975,"Type species: Lasiarchis elaeoxyla Meyrick, 1937, Exot. Microlepid. 5: 92, by monotypy."
6978,6978,"Holotype ?, SOUTH AFRICA: Gauteng ('Transvaal'), Pretoria district, i. (Janse). (TM, Pretoria)."
6979,6979,"Holotype ♂, SOUTH AFRICA: North West, Delareyville (‘Transvaal, Delarey') (Janse). (TM, Pretoria)."
6980,6980,"Type species: Leistogenes rebellis Meyrick, 1927, Exot. Microlepid. 3: 363, by monotypy. SUBFAMILY UNASSIGNED."
6982,6982,"Type species: Leptogeneia bicristata Meyrick, 1904, Proc. Linn. Soc. N.S.W. 29: 413, by monotypy."
6984,6984,"Type species: Parasia subsimella Clemens, 1860, Proc. Acad. nat. Sci. Philad. 1860: 173, by original designation."
6985,6985,"Type species: Parasia subsimella Clemens, 1860, Proc. Acad. nat. Sci. Philad. 1860: 173, by original designation."
6987,6987,"Holotype ♂, USA: California, Sacramento County, Fair Oaks, 19.ix.1928 (Keifer). (CAS, San Francisco, no. 2963)."
6989,6989,"Holotype ♂, USA: California, Sacramento, 12.vii.1931 (Keifer). (CAS, San Francisco, no. 4187)."
6991,6991,"Syntypes, unspecified sex, USA: [Pennsylvania, Easton] (Clemens). (ANS, Philadelphia ?)."
6992,6992,"Type species: Leuronoma chlorotoma Meyrick, 1918, Ann. Transv. Mus. 6: 16, by original designation. ?."
6995,6995,"Lectotype ♂, SOUTH AFRICA: KwaZulu-Natal ('Zululand'), Nkwaleni, 10.i.1916 (Janse), designated by Janse 1958: 40, pl. 30, fig. d (‘H.T.'). (TM, Pretoria)."
6997,6997,"Holotype ♂, KENIA: Rift Valley, Lake Naivasha (0°47'S 36°24'E), 1900 m, ex Acacia xanthophloea, em. 1.xii.2003 (Agassiz). (BMNH)."
7002,7002,"Holotype ♂, ZIMBABWE ('RHODESIA'): Mutare (‘Umtali'), 9.i.1918 (Janse) (slide no. 4236). (TM, Pretoria)."
7004,7004,"Lectotype ♂, SOUTH AFRICA: Mpumalanga, Barberton, 29.xii.1910 (Janse) (slide no. 4192), designated by Janse 1958: 43, pl. 30, fig. e (‘H.T.'). (TM, Pretoria)."
7008,7008,"Holotype ♀, SOUTH AFRICA: Limpopo, Soutpansberg District, Warmberg, Chuniespoort Farm, 20.xii.1903 (Janse) (slide no. 5605). (TM, Pretoria)."
7010,7010,"Type species: Limenarchis zonodeta Meyrick, 1926, Exot. Microlepid. 3: 288, by monotypy. SUBFAMILY UNASSIGNED."
7014,7014,"Type species: Locharcha emicans Meyrick, 1923, Exot. Microlepid. 3: 18, by monotypy. SUBFAMILY UNASSIGNED. TELEIODINI"
7017,7017,"Type species: Logisis achroea Walsingham, 1909, Biologia cent.-am.(Zool.) Lepid.-Heterocera 4: 21, text-fig. 6, pl. 1, fig. 19, by original designation."
7019,7019,"Type species: Longistrebula argalata Metz, 2019, in Metz & al., Proc. ent. Soc. Wash. 121: 468, figs 2, 6, 13-18, by original designation."
7021,7021,"Type species: Lophaeola inquinata Meyrick, 1932, Exot. Microlepid. 4: 195, by monotypy. SUBFAMILY UNASSIGNED."
7023,7023,"Lectotype ♀, BRAZIL: Pará, Belém (‘Pará'), vii.1919 (Parish) (slide no. 6036, Clarke), designated by Clarke 1969a: 413, pl. 205, figs 2-2b. (BMNH)."
7025,7025,"Holotype ♀, PANAMA: Alhajuela, iv.1911 (Busck). (USNM, no. 15828)."
7027,7027,"Type species: Gelechia lutilabrella Mann, 1857, Wien ent. Monatschr. 1: 179, by original designation. GELECHIINAE,"
7030,7030,"Lectotype ♂, CROATIA: Rijeka ('Fiume'), 1853 (Mann), designated by Povolný 1968a: 21, fig. 76 (‘holotype'). (NHM, Vienna)."
7032,7032,"Holotype ♀, BOSNIA & HERCEGOVINA: Bišina, 7.vi. (Schawerda) (slide no. 16.652, Mus. Vind.) (NHM, Vienna)."
7037,7037,"Type species: Macracaena adela Common, 1958, Aust. J. Zool. 6: 300, text-figs 1C, 8G, 8H, pl. 1, fig. 15 (as *Metacaena an incorrect (of a multiple) original spelling), by original designation."
7040,7040,"Type species: Macrenches eurybatis Meyrick, 1904, Proc. Linn. Soc. N.S.W. 29: 306 [key], 307, by original designation."
7042,7042,"Syntypes, unspecified sex, AUSTRALIA: South Australia, Melbourne (Lucas). (BMNH)."
7045,7045,"Type species: Apatetris undina Meyrick, 1921, Ann. Transv. Mus. 8: 64, by original designation."
7048,7048,"Holotype ♂, ZIMBABWE ('RHODESIA'): Victoria Falls, 26.i.1918 (Janse) (slide no. 4280). (TM, Pretoria)."
7049,7049,"Type species: Phthorimaea aulorrhoa Meyrick, 1935, Exot. Microlepid. 4: 560, by monotypy. GELECHIINAE,"
7051,7051,"Lectotype ♂, ARGENTINA: Alta Gracia, ii.1934 (Bruch) (slide no. 6247, Clarke), designated by Clarke 1969b: 147, pl. 73, figs 1-1b. (BMNH)."
